Артикул;Название;Номенклaтурa;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;   ;Остаток;Остаток fbs;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;Выручка;Доля выручки;Итого наценка;Спринт озон;Спринт вб;IDC;Оценка IDC;1;                              ;Рыночная цена конкурентов, руб.;Моя цена на других площадках, руб.;Индекс цен;Ценовой индекс товара на Ozon;Ценовой индекс товара на рынке;Ценовой индекс товара на рынке на мои товары;Ссылка на рыночную цену конкурентов;Средняя прибыль за период  10 последних дней;Средняя прибыль;Взвешенная средняя прибыль;Категория за прошлый день;Категории товров по прибыли;Разница категрий;Хиты. Без ограничения срока действия Цена;Хиты. Без ограничения срока действия Наценка;СуперХиты. Без ограничения срока действия Цена;СуперХиты. Без ограничения срока действия Наценка;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Цена;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Наценка; МегаХиты. Без ограничения срока действия Цена; МегаХиты. Без ограничения срока действия Наценка;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Цена;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Наценка;Категория;turnover;Наценка_fbs;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;прибыль с единицы товара;Moscow_warehouses;Шушары 8.11;Адыгейск 13.11;Пушкино 13.11;Софьино 13.11;Екат 16.11;Самара;Шушары 23.11;Склад Химки (FBS обычные товары);Склад Иркутск;ПСР
G0310;Фонарик №2 на велосипед;303043586;7432141557603;Travel Friendly;отказ;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;1;0;1;3;0;   ;0;3.0;588.0;4063.0;-12.96;13.0;;2.0;0.0;0.0;;;;0.0;Высокая;1.0;;388.0;388.0;Невыгодный;0.0;1.14;1.14;https://wildberries.ru/catalog/36663296/detail.aspx;20.0;6.0;0.001028543804823528;3.0;3.0;;772.0;8.2;739.0;4.4;0.0;-80.59;697.0;-0.42;0.0;-80.59;Sport;;-16.87;;124.71;;;-61.61;;;;;;;;;3.0;0.0;0.0
G0320;Замок цепи;301695986;7432141557606;Travel Friendly;архив;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;199.0;1010.0;214.62;0.0;;;0.0;0.0;;;;0.0;Высокая;1.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;51.0;0.008742622340999985;3.0;3.0;;;;;;;;;;;;Sport;;132.52;;;;;41.81;;;;;;;;;0.0;0.0;0.0
G0330;Сиденье для велосипеда;301697921;4646962294567;Travel Friendly;текущий;3;3;0;1;0;1;4;2;3;4;8;4;18;43;31;42;34;25;44;44;33;253;82;43;12;14;12;11;8;182;7;5;9;13;8;11;13;66;13;12;9;12;13;14;28;101;39;42;44;23;28;45;37;258;57;   ;422;18.0;1110.0;4530.0;80.28;43.0;244.0;41.0;63270.0;2.458595954022274;;;;32.14;Средняя;1.0;;855.0;855.0;Выгодный;0.0;1.01;1.01;https://market.yandex.ru/product/1742271581/?sku=101670436569;1027.0;2702.0;0.4631875601055286;2.0;2.0;;1021.0;66.23;976.0;59.13;921.0;50.45;921.0;50.45;865.0;41.61;Sport;;73.53;;;;;278.08;20.0;120.0;72.0;;;;;;1.0;17.0;0.0
G0335;Органайзер в багажник;763300265;4612100154307;Flex Drive;текущий Дарья;3;2;3;0;1;1;0;0;0;2;1;3;5;11;5;8;5;4;8;8;8;46;7;13;8;1;1;3;1;34;4;2;0;5;0;0;2;13;2;4;1;0;3;3;2;15;8;6;2;0;0;0;1;17;0;   ;254;39.0;1486.0;3750.0;69.93;4.0;533.0;;0.0;0.0;;;;95.85;Низкая;;;1073.0;1073.0;Невыгодный;0.0;1.12;1.12;https://wildberries.ru/catalog/135912764/detail.aspx;185.0;1162.0;0.1991946502008232;2.0;3.0;Изменена категория;1441.0;65.06;1441.0;65.06;1441.0;65.06;1441.0;65.06;1425.0;63.32;Auto&Moto;118.53;64.53;;;;;361.51;43.0;;;;;;;;0.0;39.0;0.0
G0336;Органайзер для авто;988557252;4638525126262;SSY;текущий Дарья;2;2;1;1;0;0;0;0;1;1;1;1;1;5;2;2;1;0;0;3;1;9;1;0;0;0;2;5;3;11;2;0;1;2;1;4;1;11;18;13;20;65;65;8;112;301;112;77;61;15;15;3;4;287;6;   ;461;25.0;629.0;2550.0;48.52;866.0;363.0;30.0;3774.0;0.14665309199431106;;ТЗ 28 (05.10 - 14.10);;45.64;Средняя;;;509.0;509.0;Умеренный;0.0;1.03;1.03;https://market.yandex.ru/product/1916161922/?sku=102284705283;3056.0;2253.0;0.3862181987112346;3.0;2.0;Изменена категория;629.0;48.52;601.0;42.16;0.0;-94.26;566.0;34.22;0.0;-94.26;;;40.88;;22.05;;;119.72;16.0;;;;;100.0;;;0.0;25.0;0.0
G0337;Органайзер на сидение авто;1117443337;4662413729051;SSY;новинка Даша;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;10;15;9;46;4;2;3;1;0;1;1;12;3;1;2;0;1;3;1;11;2;   ;405;147.0;1099.0;2431.0;95.26;1594.0;492.0;;2198.0;0.08541163121449277;;;;378.5;Высокая;;;795.0;795.0;Невыгодный;0.0;1.17;1.17;https://wildberries.ru/catalog/171570879/detail.aspx;;;;;;;1296.0;129.47;1238.0;119.4;1166.0;106.9;1166.0;106.9;1094.0;94.39;;270.0;88.23;;22.05;;;307.18;90.0;;;;;;;;112.0;35.0;0.0
G0340;Тряпка для автомобилей;302346748;4688566838761;Flex Drive;текущий;17;10;15;7;6;5;1;0;1;0;0;1;1;4;2;0;1;3;1;0;1;8;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;   ;0;20.0;410.0;1010.0;307.05;3.0;258.0;;410.0;0.01593210591353141;;;;0.0;Высокая;1.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;343.0;0.05879842084241166;3.0;3.0;;360.0;246.14;340.0;221.77;0.0;-192.58;319.0;196.19;0.0;-192.58;Auto&Moto;;269.2;;;;;141.15;;;;;;;;;0.0;20.0;0.0
G0341;Набор автомобилиста для мойки;1056036750;4652696068848;SSY;текущий Дарья;28;18;11;5;0;2;0;2;3;2;1;1;1;10;2;2;4;4;0;2;0;14;3;6;2;3;5;3;2;24;2;2;4;2;1;3;1;15;1;1;3;3;4;0;4;16;3;2;5;3;1;1;0;15;3;   ;744;157.0;1765.0;3558.0;71.36;1383.0;857.0;;5295.0;0.2057573190540215;;;;180.58;Критическая;;;1358.0;1358.0;Умеренный;0.0;1.05;1.05;https://wildberries.ru/catalog/167143222/detail.aspx;;;;;;;1867.0;80.45;1801.0;74.57;1692.0;64.86;1692.0;64.86;1584.0;55.23;;315.64;67.15;;;;;448.44;104.0;;;;;;;;97.0;60.0;0.0
G0345;Пленка бронировочная 15сс 152*30см с лопаткой;763281892;4692744933438;Flex Drive;текущий Дарья;13;17;16;7;12;6;61;12;9;12;19;16;18;147;19;17;17;18;14;11;14;110;26;21;9;13;22;18;16;125;19;15;13;17;18;7;14;103;20;9;11;8;15;5;7;75;12;15;13;9;8;9;10;76;13;   ;436;0.0;440.0;1010.0;93.89;4.0;3.0;;5720.0;0.22227230689121869;;;;27.77;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;486.0;1193.0;0.2045087931924114;2.0;2.0;;382.0;65.53;365.0;57.21;0.0;-121.34;344.0;46.94;0.0;-121.34;Auto&Moto;42.39;77.94;;;;;107.52;108.0;;;;;;;;0.0;0.0;0.0
G0350;Тряпка двухсторонняя для автомобилей;301789109;4666337894642;Flex Drive;текущий;13;19;10;4;9;4;8;1;13;4;6;12;15;59;17;13;4;4;6;2;5;51;8;8;8;6;2;3;2;37;4;6;8;5;6;3;6;38;5;8;4;5;6;3;4;35;12;9;6;3;6;6;7;49;4;   ;334;1.0;352.0;1196.0;70.37;12.0;3.0;5.0;1408.0;0.05471318323476152;;ТЗ 30 (16.10 - 25.10);;46.07;Средняя;1.0;;294.0;294.0;Невыгодный;0.0;1.15;1.15;https://wildberries.ru/catalog/37611243/detail.aspx;14.0;111.0;0.01902806038923526;3.0;3.0;;330.0;58.45;322.0;54.11;0.0;-120.47;313.0;49.23;295.0;39.48;Auto&Moto;56.34;53.9;;;;;72.71;38.0;;;;;100.0;100.0;;1.0;0.0;0.0
G0355;Накладка на ремень, дракон;763283694;4658829592792;Flex Drive;отказ;2;0;3;2;1;1;3;1;2;2;0;0;4;12;2;4;0;0;1;5;1;13;1;3;4;1;2;2;1;14;0;1;1;1;5;6;0;14;2;1;4;0;0;1;4;12;0;1;3;2;3;2;1;12;1;   ;1;159.0;392.0;2160.0;-26.29;2219.0;;6.0;392.0;0.01523264760513247;;ТЗ 6 (14.06-20.06);ТЗ 15 (10.08-23.08);Нет продаж;Нет продаж;;;457.0;457.0;Выгодный;0.0;0.84;0.84;https://wildberries.ru/catalog/128652090/detail.aspx;0.0;210.0;0.03599903316882347;3.0;3.0;;543.0;-3.61;543.0;-3.61;0.0;-85.18;531.0;-5.41;0.0;-85.18;Auto&Moto;;-31.46;;83.14;;;-98.02;0.0;;;;;;;;159.0;0.0;0.0
G0360;Полотенце для авто 30х60 см;302003417;4699554869834;Flex Drive;текущий;19;15;20;11;6;1;8;8;7;4;9;15;26;77;29;39;35;32;27;35;41;238;21;31;21;6;8;7;13;107;10;5;4;6;7;4;6;42;6;4;9;10;8;7;9;53;2;1;2;1;0;2;1;9;0;   ;1124;40.0;280.0;1010.0;68.24;362.0;224.0;27.0;0.0;0.0;;ТЗ 16 (15.08 - 24.08);;107.05;Низкая;;;202.0;202.0;Невыгодный;0.0;1.26;1.26;https://market.yandex.ru/product/1743100804/?sku=101670355390;33.0;140.0;0.02399935544588231;3.0;3.0;;226.0;28.24;213.0;18.61;200.0;8.98;200.0;8.98;0.0;-139.25;Auto&Moto;281.0;46.37;;;;;51.59;261.0;;;;;;;50.0;24.0;16.0;0.0
G0361;Полотенце для авто 30х40 см;302004420;4694274489881;Flex Drive;текущий;23;11;24;10;7;12;12;14;22;8;9;13;37;115;44;39;34;45;26;29;34;251;24;15;14;4;5;9;9;80;4;6;15;7;5;3;5;45;6;7;4;6;8;5;6;42;8;6;6;11;5;4;8;48;6;   ;392;1.0;220.0;1010.0;87.18;25.0;3.0;17.0;1320.0;0.05129360928258893;;;;34.03;Средняя;;;206.0;162.0;Умеренный;0.0;1.05;1.25;https://wildberries.ru/catalog/37340871/detail.aspx;36.0;152.0;0.02605644305552936;3.0;3.0;;193.0;53.47;182.0;39.73;0.0;-187.69;171.0;26.0;0.0;-187.69;Auto&Moto;60.98;51.21;;;;;39.1;0.0;;;;;150.0;;;1.0;0.0;0.0
G0362;Полотенце для авто 50х75 см;302004471;4646327534451;Flex Drive;текущий;18;12;27;22;8;12;14;13;12;20;17;31;36;143;45;35;34;27;34;44;40;259;57;39;36;15;20;17;5;189;15;18;13;13;7;3;7;76;11;6;10;9;11;18;10;75;11;10;6;7;13;10;3;60;13;   ;865;60.0;394.0;1130.0;84.56;434.0;384.0;26.0;5122.0;0.19903474753440947;;ТЗ 13 (1.08-11.08);;54.23;Средняя;;;292.0;292.0;Невыгодный;0.0;1.24;1.24;https://market.yandex.ru/product/1743100804/?sku=101670355388;141.0;246.0;0.04217029599776463;3.0;3.0;;346.0;59.4;327.0;49.44;0.0;-122.01;307.0;38.96;0.0;-122.01;Auto&Moto;88.39;68.37;;;;;90.35;67.0;;;;;100.0;;;32.0;28.0;0.0
G0370;Спортивный пояс, размер S;302005070;4649543676363;Shark Fit;отказ;0;1;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;18;21;20;74;5;3;1;2;1;1;0;13;0;0;0;0;0;2;1;3;1;   ;562;14.0;707.0;4760.0;10.41;180.0;22.0;;707.0;0.02747316800211392;;;;188.59;Критическая;;;598.0;598.0;Выгодный;0.0;0.88;0.88;https://wildberries.ru/catalog/37341958/detail.aspx;97.0;483.0;0.08279777628829398;3.0;3.0;;1404.0;104.16;1341.0;95.68;1263.0;85.19;1263.0;85.19;1185.0;74.7;Pharmacy;655.67;5.6;;149.95;;;43.35;25.0;;;;;;;;12.0;2.0;0.0
G0371;Ортопедический корсет размер M;302010779;4634572454334;Shark Fit;отказ;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;3;1;1;11;16;29;20;26;104;3;1;2;2;0;0;0;8;0;1;0;0;0;0;2;3;0;0;0;0;1;2;0;3;1;   ;689;16.0;748.0;4760.0;-3.1;216.0;12.0;;748.0;0.02906637859346706;;;;310.36;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;187.0;701.0;0.1201682011968821;3.0;3.0;;1332.0;57.69;1272.0;51.44;1198.0;43.74;1198.0;43.74;1124.0;36.03;Pharmacy;1378.0;-6.88;;158.85;;;-16.69;49.0;;;;;;;;15.0;1.0;0.0
G0372;Спортивный пояс, размер L;302010772;4647333493664;Shark Fit;отказ;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;4;0;0;0;0;1;0;1;2;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;1;2;3;0;6;4;4;1;20;9;   ;308;0.0;868.0;4760.0;8.35;2.0;3.0;;7812.0;0.30356490584513995;;;;394.87;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;229.0;693.0;0.1187968094571174;3.0;3.0;;1701.0;95.05;1625.0;87.14;1530.0;77.25;1530.0;77.25;1436.0;67.47;Pharmacy;143.73;4.42;;184.09;;;44.91;55.0;;;;;;;;0.0;0.0;0.0
G0373;Ортопедический корсет размер XL;302010818;4636484475865;Shark Fit;отказ;0;0;2;0;0;0;1;0;1;0;0;0;2;4;0;0;0;1;0;0;0;1;1;1;0;2;1;0;0;5;0;0;1;0;1;1;0;3;0;0;2;0;2;0;1;5;0;0;0;1;0;0;1;2;0;   ;299;0.0;900.0;4760.0;11.65;5.0;2.0;;0.0;0.0;;;;343.68;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;913.0;0.1565100823006468;3.0;3.0;;1460.0;69.94;1429.0;66.71;1390.0;62.65;1390.0;62.65;1352.0;58.7;Pharmacy;598.0;7.81;;190.53;;;62.67;60.0;;;;;;;;0.0;0.0;0.0
G0374;Ортопедический корсет размер XXL;302010821;4679986976478;Shark Fit;отказ;3;3;1;2;0;0;1;2;1;0;0;0;1;5;0;0;0;0;2;1;0;3;0;0;1;1;0;2;2;6;0;1;0;1;0;1;0;3;1;1;0;1;1;0;0;4;3;2;4;1;3;0;1;14;10;   ;352;0.0;868.0;4760.0;8.35;3.0;3.0;;8680.0;0.3372943398279333;;;;286.18;Критическая;;;598.0;598.0;Невыгодный;0.0;1.14;1.14;https://wildberries.ru/catalog/37341958/detail.aspx;0.0;791.0;0.1355963582692351;3.0;3.0;;1420.0;65.8;1390.0;62.68;1352.0;58.73;1352.0;58.73;1284.0;51.65;Pharmacy;182.52;4.42;;184.09;;;44.91;51.0;;;;;;;;0.0;0.0;0.0
G0380;Форма для лепки пельменей;763324286;4636678332592;Shiny Kitchen;текущий Дарья;29;15;17;14;22;14;18;19;19;14;17;27;24;138;10;15;25;16;13;6;10;95;12;19;8;9;11;12;15;86;2;6;11;9;13;8;11;60;18;7;6;12;6;8;11;68;2;4;6;4;2;5;2;25;2;   ;273;0.0;650.0;1399.0;102.81;4.0;4.0;;1300.0;0.050516433384367884;;;ТЗ 3 (26.05-2.06);19.96;Высокая;;;313.0;0.0;Невыгодный;1.33;1.37;0.0;https://wildberries.ru/catalog/201717001/detail.aspx;1288.0;454.0;0.07782648123164693;3.0;3.0;;608.0;89.18;592.0;83.99;0.0;-108.19;576.0;78.8;0.0;-108.19;Household;49.64;91.39;;;;;171.07;2.0;;;500.0;;100.0;;;0.0;0.0;0.0
G0381;Контейнер для заморозки многоярусный;891750690;4607673955383;Shiny Kitchen;текущий Дарья;12;11;11;7;11;16;13;34;25;36;44;48;48;248;49;27;26;32;28;16;14;192;18;20;9;12;12;11;19;101;17;15;19;36;35;14;15;151;23;15;11;14;9;9;13;94;17;7;17;10;12;4;5;72;5;   ;319;24.0;1410.0;1938.0;157.57;200.0;136.0;2.0;7050.0;0.27395450412291816;;;;21.66;Высокая;;;1153.0;1153.0;Выгодный;0.0;0.94;0.94;https://wildberries.ru/catalog/151122116/detail.aspx;4033.0;2738.0;0.4693588229344697;2.0;2.0;;1269.0;130.84;1198.0;117.39;1128.0;104.12;1128.0;104.12;1057.0;90.67;;30.18;147.95;;;;;448.97;118.0;;;;;;;;14.0;10.0;0.0
G0382;Контейнер для заморозки двухъярусный;1334210714;4673167395201;Shiny Kitchen;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;;800.0;1010.0;inf;0.0;;;0.0;0.0;;;;;;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;inf;;;;;347.33;;;;;;;;;;;
G0390;Подушка в ванну;302010939;7432141557648;Birdhouse;архив;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1629.0;4996.0;47.67;0.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;1142.0;0.1957661708514114;3.0;3.0;;;;;;;;;;;;Household;;43.25;;;;;311.44;0.0;;;;;;;;0.0;0.0;0.0
G0400;Спортивный корсет S;301697467;4627572484487;Shark Fit;текущий;14;7;9;7;4;3;4;5;4;6;8;16;18;61;4;7;2;8;2;5;2;30;5;4;0;2;1;4;3;19;5;7;1;3;2;2;3;23;1;3;1;0;1;1;0;7;4;4;2;5;1;1;1;18;2;   ;408;15.0;676.0;4300.0;27.8;191.0;22.0;;1352.0;0.0525370907197426;;;;109.38;Низкая;;;738.0;738.0;Выгодный;0.0;0.74;0.74;https://wildberries.ru/catalog/37325184/detail.aspx;0.0;64.0;0.01097113391811763;3.0;3.0;;676.0;27.8;676.0;27.8;0.0;-90.16;663.0;25.53;0.0;-90.16;Sport;219.69;21.46;;116.88;;;87.1;28.0;50.0;;;;;;;13.0;2.0;0.0
G0401;Спортивный корсет M;302277985;4686566966743;Shark Fit;текущий;1;5;2;2;2;1;3;3;3;2;2;5;5;23;5;10;6;6;4;2;6;39;7;4;2;5;6;6;5;35;6;4;7;1;4;3;6;31;1;4;2;3;1;5;3;19;0;3;4;1;1;2;0;11;1;   ;244;2.0;1010.0;4300.0;81.09;20.0;11.0;;1010.0;0.039247382860162744;;ТЗ 18 (25.08-03.09);;83.56;Средняя;;;738.0;738.0;Невыгодный;0.0;1.12;1.12;https://wildberries.ru/catalog/37325184/detail.aspx;38.0;93.0;0.01594242897476468;3.0;3.0;;748.0;35.38;721.0;30.67;0.0;-95.14;677.0;23.0;0.0;-95.14;Sport;113.87;74.05;;;;;254.1;20.0;50.0;;;;;;;1.0;1.0;0.0
G0402;Спортивный корсет L;302277944;4665364763372;Shark Fit;текущий;1;0;0;0;0;1;2;0;2;0;2;4;6;16;4;12;12;10;5;6;3;52;8;7;4;5;2;5;3;34;7;6;4;12;3;6;4;42;6;1;7;4;10;5;5;38;7;3;8;12;11;7;4;52;3;   ;387;6.0;603.0;4300.0;16.15;86.0;7.0;;1809.0;0.07029555999409347;;;;112.17;Низкая;;;309.0;309.0;Невыгодный;0.0;1.37;1.37;https://market.yandex.ru/product/1743099041/?sku=101670315115;41.0;58.0;0.009942590113294101;3.0;3.0;;623.0;19.64;623.0;19.64;0.0;-89.08;612.0;17.72;0.0;-89.08;Sport;62.28;9.97;;142.42;;;50.6;57.0;50.0;50.0;;;;;;6.0;0.0;0.0
G0403;Спортивный корсет XL;301705527;4682876898897;Shark Fit;текущий;0;4;0;1;1;5;2;4;4;2;4;7;12;35;3;14;10;9;3;9;11;59;7;12;11;7;8;10;4;59;9;10;12;7;4;10;9;61;2;4;2;4;4;7;4;27;5;8;6;17;9;5;6;56;4;   ;316;3.0;646.0;4300.0;23.01;23.0;16.0;;2584.0;0.10041112605015894;;;;67.96;Средняя;1.0;;738.0;738.0;Выгодный;0.0;0.71;0.71;https://wildberries.ru/catalog/37325184/detail.aspx;23.0;62.0;0.01062828598317645;3.0;3.0;;692.0;31.03;692.0;31.03;0.0;-89.72;680.0;28.94;0.0;-89.72;Sport;52.05;16.74;;141.37;;;72.1;58.0;50.0;;;;;;;2.0;1.0;0.0
G0404;Спортивный корсет XXL;301800037;4675526886962;Shark Fit;текущий;2;1;3;0;1;2;0;4;2;6;9;8;12;41;8;16;11;8;8;10;11;72;4;9;4;7;5;1;2;32;3;12;3;8;0;3;2;31;1;1;2;1;3;4;3;15;3;7;3;9;3;5;5;35;1;   ;88;0.0;1044.0;4300.0;86.52;10.0;3.0;1.0;1044.0;0.040568581887138515;;;;22.98;Высокая;1.0;;738.0;738.0;Невыгодный;0.0;1.15;1.15;https://wildberries.ru/catalog/37325184/detail.aspx;179.0;106.0;0.01817094055188232;3.0;3.0;;858.0;54.07;828.0;48.83;777.0;39.94;777.0;39.94;727.0;31.21;Sport;;79.4;;;;;271.1;0.0;;;;;;;;0.0;0.0;0.0
G0410;Спортивный пояс размер M;301713910;4638826773288;Shark Fit;текущий;0;0;2;1;1;1;1;0;0;1;2;4;3;11;5;2;5;6;2;0;1;21;2;0;1;0;1;0;0;4;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;2;1;1;0;0;1;0;0;3;2;   ;302;4.0;390.0;1349.0;45.26;30.0;25.0;;780.0;0.03030986003062073;;;;343.18;Критическая;;;353.0;353.0;Невыгодный;0.0;1.08;1.08;https://wildberries.ru/catalog/37338500/detail.aspx;12.0;58.0;0.009942590113294101;3.0;3.0;;314.0;15.51;303.0;11.21;0.0;-107.44;284.0;3.77;0.0;-107.44;Sport;845.6;32.9;;;;;63.22;82.0;;;;;;;;2.0;2.0;0.0
G0411;Спортивный пояс размер L;301710752;4627893833223;Shark Fit;текущий;3;4;4;1;2;1;3;3;2;2;0;3;3;16;11;2;5;5;2;2;0;27;2;3;2;4;0;0;3;14;2;0;4;0;1;0;1;8;0;1;2;0;0;0;1;4;1;1;2;0;0;5;2;11;1;   ;602;23.0;380.0;2326.0;41.68;326.0;3.0;;380.0;0.014766342066199842;;;;178.11;Низкая;;;309.0;309.0;Невыгодный;0.0;1.17;1.17;https://market.yandex.ru/product/1743099041/?sku=101670315115;23.0;72.0;0.01234252565788233;3.0;3.0;;323.0;19.37;311.0;14.68;0.0;-107.1;292.0;7.24;0.0;-107.1;Sport;526.75;29.37;;;;;58.22;87.0;50.0;;;;;;;23.0;0.0;0.0
G0412;Спортивный пояс размер XL;301718654;4622895486439;Shark Fit;текущий;3;2;3;3;1;2;2;5;3;4;6;14;7;41;7;5;8;6;4;7;3;40;3;3;2;0;4;4;6;22;3;1;2;2;2;1;1;12;2;5;1;5;3;2;3;21;5;0;6;8;4;7;8;38;2;   ;635;30.0;344.0;2326.0;28.28;432.0;7.0;;688.0;0.026734850898803925;;;;199.69;Критическая;;;353.0;353.0;Выгодный;0.77;0.95;0.95;https://wildberries.ru/catalog/37338500/detail.aspx;20.0;67.0;0.01148540582052939;3.0;3.0;;344.0;28.28;344.0;28.28;0.0;-106.42;338.0;25.93;0.0;-106.42;Sport;150.68;16.14;;12.6;;;39.5;180.0;;;;;;;;30.0;0.0;0.0
G0413;Спортивный пояс размер XXL;301719389;4683663822330;Shark Fit;текущий;3;1;2;3;3;10;0;5;4;3;3;8;7;30;9;10;8;6;2;6;6;47;4;7;3;5;6;4;5;34;0;0;1;2;3;2;1;9;4;0;1;0;1;1;4;11;3;0;4;4;5;9;3;28;1;   ;281;0.0;510.0;2326.0;88.22;0.0;;;510.0;0.019817985404636633;;;;81.92;Средняя;;;0.0;0.0;Невыгодный;1.23;0.0;0.0;;108.0;90.0;0.01542815707235291;3.0;3.0;;369.0;33.03;356.0;27.94;0.0;-111.45;334.0;19.33;0.0;-111.45;Sport;109.28;75.28;;;;;123.22;84.0;50.0;50.0;;;;;;0.0;0.0;0.0
G0420;Аккумуляторный опрыскиватель;302010635;4656364795791;Birdhouse;текущий;12;16;19;12;8;9;10;20;16;31;27;47;41;192;43;47;41;34;13;9;13;200;12;10;13;11;7;10;12;75;15;12;9;9;6;9;10;70;5;4;4;3;3;3;3;25;4;1;6;1;4;1;2;19;2;   ;426;2.0;1880.0;9560.0;72.52;32.0;3.0;10.0;3760.0;0.14610906886555633;;ТЗ 13 (1.08-11.08), ТЗ 21 (5.09-14.09);;33.02;Средняя;;;1181.0;1181.0;Невыгодный;0.0;1.17;1.17;https://market.yandex.ru/product/1742189307/?sku=101670312262;331.0;1073.0;0.1839379170959408;3.0;3.0;;1734.0;60.17;1721.0;59.08;1676.0;55.27;1676.0;55.27;1585.0;47.57;DIY;145.46;68.26;;;;;474.43;78.0;;;;;;;;2.0;0.0;0.0
G0430;Подушка для офиса, черная;301723738;7432141557681;SS&Y Group;отказ;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1004.0;4996.0;18.83;1.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;522.0;0.0894833110196469;3.0;3.0;;;;;;;;;;;;;;14.01;;212.79;;;96.59;;;;;;;;;0.0;0.0;0.0
G0431;Подушка для офиса, серая;301726283;7432141557684;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1599.0;4996.0;76.04;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;377.0;0.06462683573641165;3.0;3.0;;;;;;;;;;;;;;70.45;;;;;390.12;;;;;;;;;0.0;0.0;0.0
