Артикул;Название;Номенклaтурa;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;   ;Остаток;Остаток fbs;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;Выручка;Доля выручки;Итого наценка;Спринт озон;Спринт вб;IDC;Оценка IDC;1;                              ;Рыночная цена конкурентов, руб.;Моя цена на других площадках, руб.;Индекс цен;Ценовой индекс товара на Ozon;Ценовой индекс товара на рынке;Ценовой индекс товара на рынке на мои товары;Ссылка на рыночную цену конкурентов;Средняя прибыль за период  10 последних дней;Средняя прибыль;Взвешенная средняя прибыль;Категория за прошлый день;Категории товров по прибыли;Разница категрий;Хиты. Без ограничения срока действия Цена;Хиты. Без ограничения срока действия Наценка;СуперХиты. Без ограничения срока действия Цена;СуперХиты. Без ограничения срока действия Наценка;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Цена;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Наценка; МегаХиты. Без ограничения срока действия Цена; МегаХиты. Без ограничения срока действия Наценка;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Цена;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Наценка;Категория;turnover;Наценка_fbs;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;прибыль с единицы товара;Moscow_warehouses;Шушары 8.11;Адыгейск 13.11;Пушкино 13.11;Софьино 13.11;Екат 16.11;Самара;Шушары 23.11;Склад Химки (FBS обычные товары);Склад Иркутск;ПСР
50180;Губки трехслойные комплект 5 шт;301533136;4644524655771;Shiny Kitchen;текущий;6;3;2;17;20;38;43;33;36;34;41;19;50;256;39;24;29;16;20;15;31;174;21;18;10;6;9;10;6;80;13;6;17;3;7;5;4;55;12;10;16;7;9;6;6;66;13;2;18;11;8;9;6;67;13;   ;1584;241.0;229.0;1010.0;62.71;1905.0;1545.0;31.0;2977.0;0.11568263245020245;;ТЗ 5 (13.06-18.06);;111.71;Низкая;;;214.0;214.0;Умеренный;0.0;1.04;1.04;https://wildberries.ru/catalog/37612079/detail.aspx;205.0;566.0;0.09702596558835277;3.0;3.0;;222.0;55.79;222.0;55.79;0.0;-163.79;218.0;51.84;0.0;-163.79;Household;165.49;33.78;;;;;35.11;46.0;;;;;;;;133.0;108.0;0.0
50181;Губки с сеткой комплект 5 шт;301534132;4654287896465;Shiny Kitchen;текущий;2;3;1;14;8;7;9;10;12;18;8;8;9;74;10;8;4;3;5;6;4;40;4;3;1;6;1;1;2;18;4;5;4;1;0;1;8;23;21;22;12;39;46;4;76;220;32;21;4;10;4;11;7;89;2;   ;720;5.0;229.0;1010.0;21.31;149.0;3.0;;458.0;0.017797328069261917;;;;83.72;Средняя;;;187.0;230.0;Умеренный;0.0;1.17;0.97;https://market.yandex.ru/product/1743107908/?sku=101670315069;260.0;119.0;0.02039945212899997;3.0;3.0;;229.0;21.31;229.0;21.31;226.0;19.3;226.0;19.3;0.0;-132.71;Household;34.76;1.64;;14.35;;;17.55;21.0;;;;;;;;5.0;0.0;0.0
50182;Губки металлические черные, комплект 4 шт;301535222;4632373799685;Shiny Kitchen;текущий;17;6;16;16;11;17;19;16;4;14;6;14;8;81;11;9;11;9;5;11;16;72;5;14;4;6;2;3;6;40;1;1;9;0;4;1;4;20;4;0;1;3;1;2;4;15;1;0;0;3;4;5;1;14;8;   ;208;14.0;340.0;1010.0;90.82;4.0;175.0;;2720.0;0.10569592215806203;;ТЗ 11 (20.07-31.07);;24.85;Высокая;;;243.0;243.0;Невыгодный;0.0;1.27;1.27;https://wildberries.ru/catalog/37612525/detail.aspx;1757.0;745.0;0.127710855765588;3.0;3.0;;319.0;77.04;314.0;73.75;0.0;-132.49;306.0;68.5;0.0;-132.49;Household;88.24;70.73;;;;;76.55;0.0;;;500.0;;;;;0.0;14.0;0.0
50183;Губка меламиновая, комплект из 10 шт;301536360;4644328562787;Shiny Kitchen;текущий;0;0;0;13;34;46;39;41;34;27;30;25;33;229;20;29;17;11;9;8;15;109;21;20;15;20;5;3;7;91;9;2;6;7;7;4;3;38;10;13;1;4;13;2;2;45;12;25;33;33;41;36;17;197;16;   ;938;93.0;299.0;1010.0;72.52;3663.0;1331.0;40.0;4784.0;0.1859004748544738;;ТЗ 18 (25.08-03.09);;80.72;Средняя;1.0;;230.0;230.0;Невыгодный;0.0;1.22;1.22;https://market.yandex.ru/product/1743105368/?sku=101670315070;73.0;116.0;0.0198851802265882;3.0;3.0;;227.0;21.39;227.0;21.39;0.0;-139.91;224.0;19.26;0.0;-139.91;Household;52.95;51.14;;22.4;;;56.51;0.0;;;;;;;;0.0;93.0;0.0
50184;Губки абразивные, 4 шт;722243753;4666463986976;Birdhouse;текущий Дарья;18;13;7;16;11;10;10;5;12;17;9;14;13;80;5;12;17;12;6;8;16;76;3;10;15;10;18;10;13;79;10;6;11;5;15;10;16;73;10;13;5;5;7;12;9;61;3;6;15;10;8;8;7;57;18;   ;9;0.0;240.0;1655.0;102.66;3.0;3.0;1.0;4320.0;0.1678699940157456;;ТЗ 26 (29.09 - 08.10);;0.74;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;1161.0;269.0;0.04611304724958815;3.0;3.0;;206.0;62.03;199.0;53.66;0.0;-184.33;188.0;40.52;0.0;-184.33;Household;;67.53;;;;;47.53;0.0;;;;;;;;0.0;0.0;0.0
50185;Губка-щетка с ручкой;745174516;4658944773540;Shiny Kitchen;текущий Дарья;15;10;5;7;7;13;4;7;12;11;11;8;25;78;15;17;18;10;19;19;14;112;14;14;10;7;9;9;10;73;2;8;9;8;5;3;4;39;14;36;60;36;28;72;101;347;21;10;11;12;11;9;10;84;7;   ;1543;139.0;237.0;1010.0;45.79;2075.0;2.0;3.0;1659.0;0.06446674075743564;;ТЗ 13 (1.08-11.08), ТЗ 21 (5.09-14.09);;98.78;Низкая;;;203.0;203.0;Невыгодный;0.0;1.13;1.13;https://wildberries.ru/catalog/109821629/detail.aspx;1107.0;812.0;0.1391962615861174;3.0;3.0;;229.0;39.3;229.0;39.3;0.0;-146.42;226.0;36.87;0.0;-146.42;Household;50.95;21.99;;;;;31.26;175.0;;;;;180.0;;;139.0;0.0;0.0
50186;Узловая сетка для мытья посуды;942687995;4628049688759;Shiny Kitchen;текущий Дарья;29;26;15;25;18;6;0;1;0;1;0;0;0;2;0;0;1;0;0;1;0;2;1;0;0;1;0;0;1;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;   ;0;0.0;420.0;1010.0;622.15;4.0;;;0.0;0.0;;ТЗ 25 (26.09-5.10);;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;1922.0;1363.0;0.2336508676624114;2.0;2.0;;369.0;510.52;357.0;484.26;0.0;-297.47;336.0;438.29;0.0;-297.47;;;553.06;;;;;157.28;;;;1000.0;;;;;0.0;0.0;0.0
50187;Швабра для окон, длинная;1033393285;4645780866079;Birdhouse;текущий Дарья;10;4;6;7;9;10;5;6;4;6;12;14;37;84;26;20;20;17;15;21;18;137;17;14;19;23;21;34;18;146;13;18;26;21;16;19;20;133;16;16;27;36;52;37;62;246;35;38;37;21;15;34;50;230;50;   ;236;1.0;641.0;1010.0;119.44;12.0;3.0;2.0;32050.0;1.2454243768992237;;ТЗ 35 (06.12-15.12);;14.8;Высокая;;;439.0;439.0;Невыгодный;0.0;1.16;1.16;https://wildberries.ru/catalog/165344717/detail.aspx;;;;;;;501.0;68.69;484.0;62.53;0.0;-112.95;456.0;52.38;0.0;-112.95;;;107.03;;10.85;;;182.34;1.0;100.0;50.0;;;;;;1.0;0.0;0.0
50188;Швабра для окон, короткая;1033392534;4645837077106;Birdhouse;текущий Дарья;3;2;11;5;5;2;7;5;3;7;12;7;10;51;9;9;7;10;5;14;14;68;9;10;10;6;11;10;9;65;10;13;17;10;14;19;12;95;26;28;38;30;36;32;60;250;55;60;58;43;39;61;44;360;66;   ;154;116.0;599.0;1020.0;124.93;979.0;366.0;7.0;39534.0;1.5362435980135385;;;;18.67;Высокая;;;417.0;417.0;Невыгодный;0.0;1.12;1.12;https://wildberries.ru/catalog/165344718/detail.aspx;;;;;;;479.0;76.28;471.0;73.03;0.0;-117.98;448.0;63.71;0.0;-117.98;;;110.77;;10.15;;;170.5;0.0;60.0;;;;;;;86.0;30.0;0.0
50190;Сумка для ноутбука с лямкой, цвет светло-срый;301539275;7432141557084;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1409.0;6663.0;19.59;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;13.0;0.002228511577117643;3.0;3.0;;;;;;;;;;;;Miscellaneous accessories;;15.69;;;;;144.39;;;;;;;;;0.0;0.0;0.0
50191;Сумка для ноутбука с лямкой, цвет темно-серый;301538878;7432141557087;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1409.0;6663.0;19.59;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;32.0;0.005485566959058814;3.0;3.0;;;;;;;;;;;;Miscellaneous accessories;;15.69;;;;;144.39;;;;;;;;;0.0;0.0;0.0
50200;Весы детские;303171177;7432141557090;Kids Zone;отказ;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1932.0;9196.0;17.94;7.0;;;0.0;0.0;;;;0.0;Высокая;1.0;;0.0;0.0;;0.0;0.0;0.0;;424.0;1151.0;0.1973089865586467;2.0;3.0;Изменена категория;2943.0;68.8;2867.0;64.98;2790.0;61.1;2790.0;61.1;2714.0;57.28;Kids Goods&Sport;;15.28;;409.75;;;199.67;;;;;;;;;0.0;0.0;0.0
50210;Контейнер для лекарств, аптечка;763348649;4648397736636;Birdhouse;текущий Дарья;5;9;5;9;9;3;3;1;7;4;4;2;3;24;2;3;5;7;2;5;9;33;5;5;4;8;6;6;5;39;1;3;1;7;2;4;9;27;3;8;3;4;3;4;1;26;2;6;6;0;3;2;5;24;3;   ;311;30.0;1220.0;3375.0;84.48;324.0;112.0;7.0;3660.0;0.1422231893744511;;ТЗ 13 (1.08-11.08), ТЗ 21 (5.09-14.09);ТЗ 15 (10.08-23.08);55.34;Средняя;;;1059.0;1059.0;Выгодный;0.0;0.84;0.84;https://wildberries.ru/catalog/128685705/detail.aspx;1952.0;942.0;0.1614813773572938;3.0;3.0;;999.0;51.64;963.0;46.29;904.0;37.52;904.0;37.52;844.0;28.61;Pharmacy;87.08;76.47;;;;;318.37;60.0;;;;;;;;22.0;8.0;0.0
50220;Коврик детский,180*200cm*1cm , 1 вариант;283856643;7432141557093;Kids Zone;отказ;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1624.0;8370.0;-0.29;4.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;313.0;32.0;0.005485566959058814;3.0;3.0;;2088.0;23.57;1948.0;16.37;1832.0;10.41;1832.0;10.41;1716.0;4.45;Toys;;-4.41;;344.43;;;-3.11;;;;;;;;;0.0;0.0;0.0
50221;Коврик детский,180*200cm*1cm , 2 вариант;283856156;7432141557096;Kids Zone;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1390.0;8370.0;-11.31;3.0;;1.0;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;37.0;0.006342686796411754;3.0;3.0;;;;;;;;;;;;Toys;;-15.22;;294.45;;;-123.23;;;;;;;;;0.0;0.0;0.0
50230;Сахарница стеклянная;763351994;4674677257997;Shiny Kitchen;текущий Дарья;14;9;17;16;7;3;9;11;8;6;18;10;17;79;2;2;5;2;3;12;4;30;3;12;3;3;5;7;2;35;5;4;0;2;8;5;5;29;5;3;3;1;2;4;2;20;10;41;70;35;81;94;65;396;8;   ;1041;22.0;666.0;1750.0;45.69;1132.0;309.0;25.0;5328.0;0.20703965928608623;;ТЗ 13 (1.08-11.08), ТЗ 21 (5.09-14.09);ТЗ 15 (10.08-23.08);139.36;Низкая;;;398.0;454.0;Невыгодный;0.0;1.21;1.1;https://wildberries.ru/catalog/94145177/detail.aspx;431.0;412.0;0.07062667459788223;3.0;3.0;;646.0;41.51;646.0;41.51;0.0;-93.73;629.0;37.95;0.0;-93.73;Household;34.78;38.29;;;;;117.89;0.0;;;;;;;;0.0;22.0;0.0
50240;Защитное ограждение, Ширина дверь 75-82cm, высота 76cm;301544446;7432141557102;Kids Zone;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;3599.0;11999.0;29.02;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;26.33;;;;;531.86;;;;;;;;;0.0;0.0;0.0
50241;Вставка 14 см (доп ширина);314024096;7432141557103;Kids Zone;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1299.0;3266.0;101.3;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;94.85;;;;;376.82;;;;;;;;;0.0;0.0;0.0
50250;Лампа настольная, цвет белый;301545106;4684527253987;Parchment;отказ;11;8;9;6;3;9;2;2;4;1;3;3;0;15;4;5;3;9;2;7;6;36;4;0;6;4;1;3;7;25;5;3;5;5;2;6;5;31;3;19;2;3;0;2;0;29;2;0;0;5;4;3;0;14;19;   ;904;185.0;552.0;3796.0;-9.38;1849.0;797.0;1.0;10488.0;0.40755104102711565;;ТЗ 18 (25.08-03.09);ТЗ 14 (04.08-17.08);161.43;Низкая;;;411.0;411.0;Невыгодный;0.0;1.14;1.14;https://wildberries.ru/catalog/37331215/detail.aspx;606.0;541.0;0.09274036640158807;3.0;3.0;;764.0;18.73;758.0;17.94;738.0;15.29;726.0;13.7;707.0;11.18;DIY;214.51;-13.78;;116.79;;;-39.14;108.0;;;;;;;;129.0;56.0;0.0
50260;Светильник с аккумулятором на магните;302310958;4674798259528;Parchment;текущий;1;0;1;0;0;0;0;2;0;0;2;2;2;8;3;0;4;1;0;1;0;9;3;1;1;2;2;2;5;16;1;1;4;1;2;1;0;10;0;0;3;1;0;1;0;5;1;3;1;2;1;1;0;9;3;   ;637;6.0;1010.0;3126.0;58.53;83.0;3.0;;3030.0;0.11774214858048822;;;;478.95;Критическая;;;698.0;698.0;Невыгодный;0.0;1.16;1.16;https://wildberries.ru/catalog/37331293/detail.aspx;344.0;591.0;0.1013115647751175;3.0;3.0;;855.0;35.83;792.0;26.6;747.0;20.02;720.0;16.06;675.0;9.47;DIY;524.59;52.87;;;;;221.16;71.0;;;;;;;;6.0;0.0;0.0
50270;Лампа настольная от сети цвет стальной;302028872;7432141557111;Parchment;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;999.0;5730.0;-9.16;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;644.0;644.0;Невыгодный;0.0;1.36;1.36;https://wildberries.ru/catalog/37348196/detail.aspx;;;;;;;;;;;;;;;;;;;-11.78;;;;;-74.44;;;;;;;;;0.0;0.0;0.0
50271;Лампа настольная от сети цвет черный;302028536;7432141557114;Parchment;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;826.0;5730.0;-19.94;4.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;-22.42;;175.18;;;-162.09;;;;;;;;;0.0;0.0;0.0
50280;Лампа для маникюра с лупой;301554594;4638290217431;REVOLUT;текущий;3;1;2;5;4;1;1;5;2;6;3;4;7;28;5;6;6;5;6;5;5;38;5;5;5;1;2;1;2;21;1;2;2;0;0;2;0;7;0;2;1;0;2;1;0;6;1;0;3;3;2;0;2;11;1;   ;303;0.0;1820.0;3299.0;72.53;5.0;3.0;;1820.0;0.07072300673811503;;ТЗ 11 (20.07-31.07);ТЗ 7 (4.07-17.07);99.34;Низкая;;;1405.0;1405.0;Невыгодный;0.0;1.17;1.17;https://wildberries.ru/catalog/37331674/detail.aspx;1411.0;1830.0;0.3137058604711759;2.0;2.0;;1747.0;66.13;1701.0;62.09;1656.0;58.15;1656.0;58.15;1565.0;50.17;Health&Beauty;235.67;68.18;;;;;446.65;77.0;;;192.0;240.0;;;;0.0;0.0;0.0
50285;Зеркало с подсветкой;791110200;4608117262661;SS&Y Group;текущий Дарья;7;3;3;8;4;2;10;4;12;12;41;16;13;108;17;19;19;10;9;11;15;100;17;11;7;5;6;4;1;51;5;5;2;5;2;3;3;25;7;0;3;5;1;5;3;24;4;5;2;0;3;3;9;26;4;   ;396;99.0;850.0;1750.0;74.28;1140.0;276.0;4.0;3400.0;0.13211990269757753;;;;44.59;Средняя;;;589.0;589.0;Невыгодный;0.0;1.15;1.15;https://wildberries.ru/catalog/136031545/detail.aspx;224.0;807.0;0.1383391417487645;3.0;3.0;;807.0;65.72;786.0;61.55;765.0;57.37;765.0;57.37;722.0;48.81;Health&Beauty;117.96;66.97;;;;;206.58;32.0;;;;;120.0;;;80.0;19.0;0.0
50290;Поднос крутящийся;763378531;4659992854946;Shiny Kitchen;текущий Дарья;2;0;1;1;2;3;0;1;0;1;2;4;5;13;1;3;3;0;0;4;2;13;2;3;5;6;2;3;2;23;4;6;5;1;2;8;3;29;2;3;3;3;1;3;5;20;2;6;4;5;3;2;2;24;0;   ;330;150.0;829.0;1999.0;77.3;1749.0;393.0;13.0;0.0;0.0;;ТЗ 4 (4.06-10.06);;217.11;Критическая;;;625.0;625.0;Выгодный;0.0;1.01;1.01;https://wildberries.ru/catalog/128692095/detail.aspx;1673.0;919.0;0.1575386261054703;3.0;3.0;;804.0;72.0;804.0;72.0;802.0;71.58;802.0;71.58;781.0;67.13;Household;110.0;69.11;;;;;197.04;53.0;;;216.0;;72.0;;;122.0;28.0;0.0
50291;Менажница с подносом;942772700;4628439428132;Shiny Kitchen;текущий Дарья;3;4;0;2;7;2;3;0;1;1;0;3;3;11;4;2;2;1;2;1;1;13;0;3;0;0;3;0;3;9;1;1;2;3;0;0;1;8;0;2;0;2;2;0;0;6;0;3;1;1;2;1;4;12;0;   ;50;0.0;1489.0;2200.0;93.38;4.0;;;0.0;0.0;;ТЗ 34 (21.11-01.12);;29.76;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;196.0;152.0;0.02605644305552936;3.0;3.0;;1483.0;92.63;1483.0;92.63;1432.0;86.28;1432.0;86.28;1352.0;76.32;;38.89;87.71;;;;;404.86;0.0;;;;;;;;0.0;0.0;0.0
50292;Сушилка посуды средняя;942804915;4628541152536;Shiny Kitchen;отказ;1;0;1;14;12;18;25;18;17;12;19;3;7;101;0;0;0;1;0;2;0;3;2;3;1;2;1;1;4;14;2;1;1;3;3;2;0;12;0;1;0;0;1;3;2;7;2;0;0;4;1;3;3;13;8;   ;215;6.0;745.0;2100.0;4.19;88.0;;4.0;5960.0;0.23159841766987121;;ТЗ 28 (05.10 - 14.10);;67.19;Средняя;;;703.0;703.0;Выгодный;0.0;0.83;0.83;https://wildberries.ru/catalog/156998579/detail.aspx;1311.0;1311.0;0.2247368213539408;;2.0;;1010.0;39.96;984.0;36.45;957.0;32.8;957.0;32.8;900.0;25.11;;107.5;-2.88;;157.86;;;16.78;10.0;;;;;;;;6.0;0.0;0.0
50293;Сушилка посуды большая;942804259;4628881888164;Shiny Kitchen;отказ;15;12;4;9;7;10;9;5;10;4;6;7;32;73;12;15;11;10;24;15;21;108;15;14;6;1;0;1;2;39;2;2;3;1;0;3;0;11;2;3;2;2;0;0;0;9;2;4;4;8;8;5;7;38;3;   ;305;14.0;859.0;2450.0;2.56;187.0;;1.0;2577.0;0.10013911448578157;;;;53.23;Средняя;;;711.0;711.0;Выгодный;0.0;0.92;0.92;https://wildberries.ru/catalog/156998580/detail.aspx;108.0;108.0;0.0185137884868235;;3.0;;1215.0;42.91;1147.0;35.2;1080.0;27.61;1080.0;27.61;1012.0;19.9;;88.96;-3.96;;182.11;;;12.18;25.0;;;;;;;;14.0;0.0;0.0
50294;Дуршлаг рисомойка;954484747;4633527925165;Shiny Kitchen;текущий Дарья;2;0;1;2;5;3;9;7;14;22;38;61;73;224;37;31;18;21;13;16;13;149;9;6;6;2;8;14;12;57;5;4;10;12;10;11;9;61;12;9;15;6;11;18;20;91;11;14;18;10;8;12;11;84;10;   ;503;23.0;427.0;1010.0;98.67;292.0;49.0;30.0;4270.0;0.16592705427019297;;;;44.51;Средняя;;;345.0;345.0;Невыгодный;0.0;1.17;1.17;https://wildberries.ru/catalog/158680220/detail.aspx;1234.0;2631.0;0.4510164584151168;2.0;2.0;;384.0;76.09;362.0;64.53;0.0;-125.68;341.0;53.5;0.0;-125.68;;40.71;81.64;;;;;101.44;62.0;;;;;;;;19.0;4.0;0.0
50295;Поднос вращающийся черный;1334175686;4673075522812;Shiny Kitchen;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;;800.0;1010.0;inf;0.0;;;0.0;0.0;;;;;;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;inf;;;;;350.0;;;;;;;;;;;
50300;Массажер для стоп;283760205;4632625362872;SS&Y Group;текущий;7;8;6;8;5;6;8;6;5;10;13;21;17;80;47;34;43;19;20;7;14;184;14;12;5;7;4;4;4;50;6;2;3;5;1;2;2;21;0;2;0;1;0;1;2;6;0;0;1;1;1;0;2;5;1;   ;301;2.0;10650.0;27896.0;64.49;3.0;24.0;;10650.0;0.4138461658027061;;;;41.12;Средняя;1.0;;6789.0;6789.0;Невыгодный;0.0;1.16;1.16;https://wildberries.ru/catalog/33520731/detail.aspx;2105.0;2121.0;0.363590235005117;2.0;2.0;;10068.0;56.51;9826.0;53.2;9564.0;49.61;9564.0;49.61;9038.0;42.4;Health&Beauty;351.17;61.79;;;;;2540.75;51.0;20.0;;;;;50.0;;0.0;2.0;0.0
50301;Массажер для стоп золотой;905247187;4649574944875;SSY;текущий Дарья;4;2;0;3;6;5;6;10;12;10;10;16;25;89;31;36;33;32;19;20;19;190;19;17;5;8;13;12;7;81;3;3;12;7;0;6;4;35;1;1;4;0;1;4;1;12;3;1;2;1;3;0;2;12;1;   ;313;27.0;9950.0;27896.0;62.58;184.0;207.0;;9950.0;0.3866450093649696;;;;41.46;Средняя;;;6374.0;6374.0;Невыгодный;0.0;1.15;1.15;https://wildberries.ru/catalog/152650059/detail.aspx;340.0;743.0;0.1273680078306468;3.0;3.0;;9154.0;51.0;8656.0;43.75;8159.0;36.52;8159.0;36.52;7661.0;29.27;;182.58;59.84;;;;;2322.26;54.0;;;;;;;;13.0;14.0;0.0
50320;Комплект силиконовых ковриков для запекания 37.5*25/42*29.5;301935796;7432141557126;Sugar Day;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;629.0;2636.0;13.2;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;40.0;0.006856958698823517;3.0;3.0;;;;;;;;;;;;Household;;7.65;;;;;44.89;;;;;;;;;0.0;0.0;0.0
50330;Терка ручная узкая;301549762;4688986369265;Shiny Kitchen;текущий;6;10;11;14;10;8;9;11;14;14;9;10;20;87;16;18;17;13;12;13;17;106;13;20;9;7;15;13;14;91;7;13;15;9;9;14;12;79;5;19;10;10;6;10;9;69;11;12;8;9;12;7;9;68;10;   ;599;0.0;670.0;1663.0;86.46;4.0;3.0;;6700.0;0.2603539259040499;;ТЗ 11 (20.07-31.07);;52.18;Средняя;;;459.0;459.0;Невыгодный;0.0;1.1;1.1;https://market.yandex.ru/product/1494341440/?sku=101542814343;483.0;524.0;0.08982615895458808;3.0;3.0;;608.0;68.9;592.0;64.36;0.0;-103.4;576.0;59.83;0.0;-103.4;Household;59.06;76.42;;;;;164.8;0.0;;;;;;;;0.0;0.0;0.0
50331;Терка для сыра;301548962;7432141557132;Shiny Kitchen;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;249.0;1530.0;-15.5;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;36.0;0.006171262828941166;3.0;3.0;;;;;;;;;;;;Household;;-25.94;;52.46;;;-24.22;;;;;;;;;0.0;0.0;0.0
