Артикул;Наименование;Номенклатура;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;     ;Остаток;Остатки FBS;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;                                  ;Остаток в Невинномысске;Наценка_Невинномысск_монопалета;Остаток в Екатеринбург - Испытателей 14г;Остаток в Екатеринбург - Перспективный 12;Остаток в Новосибирске;          ;Стоимость логистики;Выручка;Доля выручки;Итого наценка;Цена_Товары для акции_Распродажа неходового товара_идет;Наценка_Товары для акции_Распродажа неходового товара_идет;Цена_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Наценка_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Спринт вб;Спринт озон;Новый баркод;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;Склад_Иркутск;Склад_Омск;ПСР;Склад_Поставщик_Химки;статус рекламы;прибыль с единицы товара;Коледино 10.11;Электросталь 3.11;Екатеринбург 20.11;Екат доп;Краснодар 13.11;Шушары 8.11
50960;Звонок беспроводной, белый;109836434.0;7432141950421.0;Birdhouse;текущий Дарья;1;1;1;1;1;2;1;2;0;1;1;1;3;9;1;1;1;1;0;0;0;4;0;0;1;1;0;1;0;3;0;1;4;0;1;0;0;6;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;     ;499;0.0;890.0;2618.0;42.49;4.0;3.0;;;0.0;42.73;80.0;23.0;0.0;;54.0;0.0;0.0;;;;820.0;33.21;;ТЗ 23 (15.09-24.09);4694334464582.0;;;;;0.0;;0.0;0.0;;173.29;;;;;80.0;80.0
50961;Звонок беспроводной, черный;109836422.0;7432141950424.0;Birdhouse;текущий Дарья;0;4;2;1;1;6;1;1;2;0;2;1;1;8;1;1;1;0;1;3;2;9;0;1;2;1;0;1;3;8;2;3;1;4;1;1;0;12;0;0;5;4;0;1;1;11;0;2;2;1;2;2;2;11;1;     ;433;11.0;884.0;3275.0;37.66;5.0;164.0;;;0.0;37.9;79.0;12.0;0.0;;54.0;884.0;0.041026935761286354;;;;;;;;4659726856277.0;;32.66;;;11.0;;0.0;0.0;;159.54;240.0;;;;80.0;80.0
50962;Контейнер из полимеров 1,1л;161526395.0;4638228580804.0;Birdhouse;текущий Дарья;3;2;2;2;4;2;2;5;6;4;2;1;5;25;4;3;3;2;3;3;3;21;8;5;9;6;5;4;3;40;4;4;8;2;7;8;10;43;7;6;3;3;1;5;5;30;8;1;2;3;5;5;4;28;5;     ;642;12.0;560.0;675.0;61.16;182.0;2.0;5.0;;0.0;71.0;0.0;251.0;9.0;;79.2;2800.0;0.1299495702846174;;;;512.0;47.7;;;;;;;;0.0;;0.0;12.0;;110.67;;;;;;
50963;Контейнер из полимеров 1,8л;161526396.0;4638347947854.0;Birdhouse;текущий Дарья;0;4;0;4;2;7;2;0;6;7;6;8;5;34;7;2;10;2;3;3;4;31;2;13;22;9;7;12;11;76;9;8;10;1;26;11;19;84;8;11;7;9;2;6;7;50;5;4;10;4;13;3;9;48;5;     ;437;63.0;639.0;810.0;62.05;700.0;195.0;2.0;;0.0;70.49;0.0;163.0;42.0;;79.2;3195.0;0.14828174180691164;;;;576.0;46.89;;ТЗ 26 (29.09 - 08.10);;;;;;14.0;;;49.0;;130.83;;;;;;
50964;Контейнер из полимеров 2,3л;161526397.0;4638384196352.0;Birdhouse;текущий Дарья;1;4;0;3;1;5;1;3;4;3;3;6;6;26;5;5;2;1;3;7;4;27;11;9;16;7;2;6;5;56;3;8;13;5;6;8;9;52;6;7;5;5;5;8;13;49;5;14;6;4;5;8;11;53;7;     ;415;33.0;740.0;740.0;66.44;479.0;3.0;4.0;;0.0;73.78;0.0;158.0;39.0;;79.2;5180.0;0.2404067050265422;;;;696.0;57.23;;;;;;;;0.0;;;33.0;;161.03;;;;;;
50970;Зеркальная наклейка, 24шт;136357923.0;7432141950600.0;Birdhouse;новинка Даша;3;5;5;6;8;2;6;3;3;8;3;3;0;26;4;6;4;7;5;1;3;30;2;5;4;9;8;9;15;52;9;4;6;9;7;10;8;53;6;7;8;7;6;10;8;52;2;12;7;11;6;6;10;54;10;     ;387;150.0;501.0;1285.0;174.5;1603.0;595.0;63.0;;0.0;175.59;0.0;281.0;0.0;;54.0;5010.0;0.23251690968783328;;;;460.0;151.56;;;4633965373702.0;;;;;42.0;;0.0;108.0;;160.28;;;;;;
50971;Наклейки интерьерные, прямоугольники, 18шт;160708855.0;4633979640883.0;Birdhouse;текущий Дарья;16;10;11;13;20;17;4;15;13;16;14;13;21;96;9;25;14;14;9;17;17;105;17;19;31;10;22;21;12;132;14;12;19;18;21;35;14;133;12;12;17;9;19;14;12;95;15;22;19;30;18;12;17;133;20;     ;861;168.0;389.0;661.0;90.37;2227.0;184.0;4.0;;0.0;91.33;0.0;189.0;19.0;;54.0;7780.0;0.36107416314797264;;;;364.0;78.06;;ТЗ 20 (28.08-6.09);;;;;;13.0;;0.0;155.0;активна;94.35;;;;;;
50972;Наклейки интерьерные, ромбы, 58шт;160708856.0;4634034915991.0;Birdhouse;текущий Дарья;2;0;0;0;0;1;0;0;0;1;0;1;0;2;0;3;0;0;0;0;0;3;3;1;2;0;0;4;7;17;2;1;4;1;3;4;1;16;2;6;2;3;3;3;6;25;0;2;2;6;1;0;3;14;3;     ;147;0.0;2200.0;3284.0;82.29;5.0;4.0;;;0.0;82.43;0.0;0.0;1.0;;54.0;6600.0;0.3063097013851696;;;;1971.0;66.27;;;;;;;;0.0;;0.0;0.0;;604.81;;;;;;
50973;Наклейки интерьерные, квадраты, 10шт;160708857.0;4634261380913.0;Birdhouse;текущий Дарья;8;5;15;5;6;8;10;5;4;2;1;3;10;35;5;8;11;8;3;11;8;54;0;9;18;9;4;18;5;63;12;7;15;9;13;7;5;68;13;16;10;20;11;8;2;80;14;12;3;3;7;8;3;50;6;     ;168;1.0;550.0;821.0;101.33;16.0;4.0;;;0.0;102.01;;;;;54.0;3300.0;0.1531548506925848;;;;463.0;70.88;;ТЗ 20 (28.08-6.09);;;;;;0.0;;0.0;1.0;;148.8;;;;;;
50974;Наклейки интерьерные, круги, 26шт;160708858.0;4634285147547.0;Birdhouse;текущий Дарья;11;10;11;8;6;25;6;14;5;17;28;25;14;109;27;15;17;17;11;31;28;146;38;29;32;17;23;30;30;199;34;33;29;37;45;31;31;240;28;32;35;28;22;26;33;204;22;28;23;36;23;22;36;190;28;     ;911;59.0;389.0;722.0;121.93;386.0;457.0;6.0;;0.0;123.08;0.0;193.0;0.0;;54.0;10892.0;0.5055038284071617;;;;338.0;91.77;;ТЗ 20 (28.08-6.09);;;;;;32.0;;0.0;27.0;;105.99;;;;;;
50975;Наклейки интерьерные, кольца;195689886.0;4673131423961.0;Birdhouse;новинка Даша;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;4;5;2;6;5;2;24;1;4;5;4;3;6;4;27;2;     ;566;81.0;324.0;324.0;110.21;992.0;168.0;;;0.0;111.57;0.0;144.0;0.0;;54.0;648.0;0.030074043408725742;;;;314.0;103.25;;;;;;;;12.0;;;69.0;;81.34;;;;;;
50976;Зеркальная наклейка шестигранная, 24шт;201763341.0;4673660046877.0;Birdhouse;текущий Дарья;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;7;8;3;8;10;40;13;6;21;20;17;13;22;112;10;19;26;32;22;24;13;146;13;14;35;12;33;33;43;183;23;     ;518;191.0;467.0;467.0;155.48;2148.0;588.0;;;0.0;156.56;0.0;160.0;35.0;;54.0;10741.0;0.49849583372395556;;;;459.0;151.0;;;;;;;;41.0;;;150.0;;142.8;;;;;;
50980;Мешки для стирки, 5 штук;136358009.0;7432141950603.0;Birdhouse;текущий Дарья;21;5;7;9;6;8;4;9;12;9;6;12;5;57;9;22;8;7;3;2;3;54;8;6;1;3;3;5;3;29;2;5;8;5;5;8;12;45;4;8;2;3;8;6;6;37;3;7;13;7;18;20;13;81;16;     ;1005;2.0;469.0;1119.0;70.63;84.0;4.0;54.0;;0.0;76.99;0.0;0.0;12.0;;66.60000000000001;7504.0;0.34826484836277466;;;;430.0;56.71;ТЗ 3 (26.05-2.06);ТЗ 4 (4.06-10.06);4627476926236.0;;;;;0.0;0.0;0.0;2.0;;104.39;;;;;;
50981;Прищепки для стирки носков;169888608.0;4657872414792.0;Birdhouse;текущий Дарья;2;0;2;2;1;0;2;2;3;1;2;2;0;12;1;0;1;0;0;0;1;3;1;3;3;0;1;4;2;14;1;2;1;2;1;0;1;8;0;1;2;1;2;0;1;7;4;1;1;3;2;1;4;16;0;     ;1309;206.0;301.0;301.0;77.79;1699.0;1333.0;100.0;;0.0;78.96;76.0;0.0;95.0;;54.0;0.0;0.0;;;;270.0;58.55;;;;;;;;93.0;;;113.0;;66.09;;;;;;
51000;Зеркало косметическое;168211212.0;4653292333910.0;Birdhouse;текущий Дарья;14;15;17;18;24;17;14;26;20;30;25;37;34;186;29;32;18;14;28;21;18;160;14;23;16;21;18;16;19;127;27;18;13;21;20;22;14;135;22;12;10;13;10;8;10;85;7;6;3;2;0;1;2;21;0;     ;0;0.0;625.0;625.0;107.21;4.0;3.0;;;0.0;113.49;;;;;66.60000000000001;0.0;0.0;;;;588.0;95.16;;ТЗ 35 (06.12-15.12);;;;;;0.0;;;0.0;;160.42;;;;;;
51001;Зеркало косметическое с подсветкой;169456944.0;4656934465666.0;REVOLUT;текущий Дарья;8;4;6;2;10;11;10;13;7;10;15;14;19;88;6;10;11;9;5;9;12;62;4;8;7;2;7;6;3;37;4;7;5;7;2;6;9;40;1;6;2;3;3;7;9;31;4;8;4;8;4;5;7;40;5;     ;669;81.0;920.0;920.0;61.03;820.0;341.0;;;0.0;64.0;1.0;66.0;44.0;;66.60000000000001;4600.0;0.21348857975330002;;;;865.0;52.55;;ТЗ 36 (18.12 - 27.12);;;;;;24.0;;;57.0;;193.05;;;;;;
A1101;Скребок для стеклокерамики;18882452.0;7432141555996.0;Shiny Kitchen;текущий;17;28;24;28;19;31;29;21;25;33;27;19;30;184;17;8;11;17;16;15;17;101;9;13;16;26;18;14;29;125;12;20;8;7;20;12;22;101;10;16;11;20;10;15;16;98;13;18;15;16;12;15;14;103;21;     ;1366;207.0;219.0;1369.0;97.97;2969.0;;8.0;;0.0;100.04;;;;;54.0;4599.0;0.2134421691924841;;;;202.0;79.4;;;4686579364420.0;;;;;0.0;;;207.0;;47.3;;;300.0;;;
A1102;Скребок для стеклокерамики (премиум);46395720.0;7432141555997.0;Shiny Kitchen;текущий;0;0;0;1;5;2;0;0;2;0;0;0;0;2;0;3;4;3;5;5;5;25;3;3;5;5;5;5;4;30;3;6;5;9;4;5;7;39;4;5;5;3;5;4;5;31;4;6;10;6;4;7;3;40;0;     ;98;0.0;323.0;568.0;116.37;4.0;1.0;;;0.0;117.73;;;;;54.0;0.0;0.0;;;;304.0;102.72;;ТЗ 13 (1.08-11.08);4608915158777.0;;;;;0.0;;0.0;0.0;;85.4;;;;;;
A1201;Форма для льда с крышкой;18895523.0;7432141555999.0;Shiny Kitchen;текущий;4;6;1;4;4;4;3;8;3;4;3;4;7;32;8;4;3;2;6;2;2;27;5;6;2;0;4;6;1;24;5;2;4;3;6;2;4;26;1;1;0;2;7;7;8;26;1;2;1;1;3;2;3;13;2;     ;1030;23.0;300.0;2736.0;71.9;150.0;198.0;35.0;;0.0;73.09;10.0;278.0;42.0;;54.0;600.0;0.027846336489560874;;;;282.0;61.01;;ТЗ 11 (20.07-31.07);4665565324679.0;;;;;14.0;;0.0;9.0;приостановлена;60.29;;;;;90.0;90.0
A1202;Форма для льда без крышки;46441846.0;7432141555100.0;Shiny Kitchen;текущий;12;11;13;7;9;10;3;4;12;11;7;9;18;64;13;5;3;7;5;7;6;46;3;4;3;3;3;7;1;24;1;7;1;2;3;5;4;23;4;3;1;1;4;0;3;16;0;1;4;4;1;1;3;14;3;     ;258;0.0;198.0;381.0;80.85;2.0;3.0;;;0.0;83.14;;;;;54.0;594.0;0.027567873124665264;;;;178.0;57.63;;ТЗ 11 (20.07-31.07);4659745448644.0;;;;;0.0;;0.0;0.0;;35.33;;;;;;
A1203;Форма для льда квадрат;83775490.0;7432141556015.0;Shiny Kitchen;текущий;0;0;0;1;0;3;2;0;0;2;0;0;0;4;0;0;0;2;1;0;0;3;2;1;0;1;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;2;     ;0;25.0;690.0;986.0;176.77;2.0;358.0;;;0.0;177.55;;;;;54.0;1380.0;0.06404657392599;;;;;;;ТЗ 13 (1.08-11.08), ТЗ 30 (16.10 - 25.10);4643992599365.0;;;;;25.0;;0.0;0.0;;228.05;;;;;;
A1204;Формы для льда шар 2 шт большой;87716631.0;7432141950036.0;Shiny Kitchen;текущий;1;0;0;0;0;0;0;0;1;0;0;1;0;2;2;2;6;2;3;3;3;21;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;490.0;1400.0;182.51;3.0;3.0;1.0;;0.0;183.68;;;;;54.0;0.0;0.0;;;;;;;;4632493367788.0;;;;;0.0;;0.0;0.0;;155.71;;;;;;
A1205;Формы для льда шар 2 шт маленький;87720856.0;7432141950039.0;Shiny Kitchen;текущий;2;5;13;4;5;9;9;7;5;14;11;12;9;67;4;7;4;3;4;5;4;31;5;11;7;7;7;5;7;49;4;4;6;4;2;5;11;36;5;1;2;1;7;2;3;21;3;3;1;4;1;3;2;17;2;     ;602;7.0;301.0;1038.0;110.57;110.0;3.0;3.0;;0.0;112.08;;;;;54.0;602.0;0.02793915761119274;;;;238.0;62.03;;ТЗ 11 (20.07-31.07);4658696645447.0;;;;;0.0;;;7.0;;72.81;;;;;;
A1206;Сушилка для посуды черная металлическая;151117316.0;4607466980769.0;Shiny Kitchen;текущий Дарья;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;3;1;0;1;2;0;0;0;4;0;0;0;0;0;0;1;1;2;0;0;0;1;0;0;3;0;0;1;0;0;1;0;2;0;     ;766;14.0;2387.0;6123.0;32.37;148.0;51.0;1.0;;0.0;35.93;0.0;118.0;69.0;;255.6;0.0;0.0;;;;2259.0;26.19;;ТЗ 6 (14.06-20.06);;;;;;4.0;;;10.0;;340.15;;;;;;
A1301;Подставка для губки с диспенсером, белая;18895524.0;7432141556002.0;Shiny Kitchen;отказ;4;2;8;4;1;0;4;4;4;3;10;5;2;32;6;2;2;2;0;2;4;18;1;4;1;1;2;2;1;12;2;2;0;1;0;0;0;5;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;     ;0;0.0;255.0;2133.0;0.18;6.0;;;;0.0;7.58;;;;;66.60000000000001;0.0;0.0;;;;;;ТЗ 12 (31.07-13.08);ТЗ 13 (1.08-11.08);4636654628435.0;;54.93;;;0.0;;0.0;0.0;;0.23;;;;;;
A1302;Подставка для губки с диспенсером, графитовая;47830716.0;7432141556003.0;Shiny Kitchen;отказ;0;1;0;2;0;3;1;1;3;3;2;1;1;12;0;2;2;1;0;0;2;7;0;4;0;2;0;3;1;10;1;1;1;3;3;7;3;19;1;0;0;2;1;5;1;10;1;0;2;1;2;2;5;13;1;     ;10;1.0;262.0;690.0;-0.22;20.0;;;;0.0;6.84;;;;;66.60000000000001;262.0;0.012159566933774915;;;;295.0;12.35;;;;25.0;47.48;11.79;25.0;0.0;;;1.0;;-0.29;;;;;;
A1303;Диспенсер для жидкого мыла и кухонной утвари;87746592.0;7432141950081.0;Shiny Kitchen;текущий;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;2;0.0;1940.0;10778.0;138.16;4.0;;;;0.0;145.91;0.0;1.0;0.0;;104.4;0.0;0.0;;;;1824.0;124.98;;;4643827728953.0;;;;;0.0;;;0.0;;616.93;;;;;;
A1401;Магнит для ножей 40 см;18882453.0;7432141556005.0;Shiny Kitchen;текущий;2;1;3;3;4;2;3;3;2;2;3;4;2;19;2;2;4;5;4;1;0;18;1;1;3;3;1;1;1;11;3;1;1;0;0;2;2;9;2;2;1;1;3;0;5;14;1;1;0;0;0;0;1;3;0;     ;151;0.0;1371.0;7622.0;78.23;0.0;3.0;;;0.0;78.44;;;;;54.0;0.0;0.0;;;;1302.0;70.56;;;4685982984638.0;;;;;0.0;;0.0;0.0;;370.9;;;;;;
A1402;Магнит для ножей 30 см;72819275.0;7432141556006.0;Shiny Kitchen;текущий;2;2;1;0;1;4;0;3;2;1;4;1;2;13;2;4;1;2;1;0;0;10;2;0;1;1;2;1;0;7;0;3;0;1;0;0;1;5;3;4;3;1;1;2;2;16;0;0;0;0;2;0;0;2;0;     ;239;0.0;1136.0;5979.0;66.83;4.0;3.0;;;0.0;67.07;;;;;54.0;0.0;0.0;;;;1079.0;59.71;;;4647262755475.0;;;;;0.0;;0.0;0.0;;281.88;;;;;;
A1403;Магнит для ножей 50 см;73200919.0;7432141556009.0;Shiny Kitchen;текущий;2;2;1;1;1;0;1;0;0;2;4;1;7;15;2;1;2;1;2;2;1;11;0;1;2;3;2;1;1;10;0;0;1;4;0;1;1;7;0;4;2;1;0;0;1;8;0;0;0;0;0;0;0;0;1;     ;245;0.0;1479.0;4933.0;71.42;0.0;;;;0.0;71.61;;;;;54.0;1479.0;0.06864121944676756;;;;1399.0;63.59;;;4696492457758.0;;;;;0.0;;0.0;0.0;;384.78;;;;;;
A1501;Магнитный держатель 33 см;25110904.0;7432141556008.0;Shiny Kitchen;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1321.0;3571.0;139.13;0.0;;;;0.0;139.44;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;446.61;;;;;;
A1502;Магнитный держатель 50 см;25110905.0;7432141556011.0;Shiny Kitchen;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1535.0;3571.0;174.29;0.0;;;;0.0;174.6;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;559.46;;;;;;
A1601;Эспандер бабочка;18880093.0;7432141556014.0;Shark Fit;текущий;8;17;14;2;8;8;9;9;14;8;12;11;9;72;7;14;7;9;3;10;9;59;6;9;11;10;8;5;10;59;5;4;12;6;10;6;8;51;10;10;6;10;25;10;9;80;7;4;8;7;3;9;3;41;5;     ;123;0.0;530.0;4077.0;100.01;0.0;6.0;;;0.0;113.31;;;;;79.2;2650.0;0.12298798616222718;;;;486.0;82.9;;;4649497429688.0;;;;;0.0;;0.0;0.0;;133.9;;;;;;
A1602;Тренажер для ног со счетчиком;150247030.0;4604477085339.0;Shark Fit;текущий Дарья;10;8;9;5;7;4;6;10;8;7;3;15;15;64;11;9;5;3;1;3;6;38;3;1;1;3;3;4;2;17;6;6;5;0;1;1;5;24;3;1;2;2;2;2;3;15;6;1;3;1;2;2;1;16;2;     ;423;0.0;1420.0;5462.0;54.98;4.0;;;;0.0;56.63;;;;;66.60000000000001;2840.0;0.1318059927172548;;;;1304.0;44.41;;ТЗ 6 (14.06-20.06);;;;;;0.0;;0.0;0.0;;314.1;;;;;;
A1603;Набор эспандеров;151123319.0;4607880295029.0;Shark Fit;текущий Дарья;2;2;2;6;2;1;3;3;2;1;4;7;4;24;2;2;0;0;5;0;4;13;3;4;4;1;4;4;1;21;1;2;6;1;2;1;1;14;1;2;2;1;0;2;2;10;2;0;1;1;1;0;0;5;1;     ;438;85.0;735.0;1132.0;51.24;955.0;255.0;;;0.0;51.58;0.0;99.0;33.0;;54.0;735.0;0.03411176219971207;;;;691.0;43.45;;ТЗ 11 (20.07-31.07);;;;;;18.0;;0.0;67.0;приостановлена;150.67;;;;;;
A1604;Эспандер кистевой, пружинный;152649728.0;4618913835556.0;Shark Fit;текущий Дарья;11;4;3;4;4;5;3;2;3;3;2;1;1;15;1;1;3;4;6;3;2;20;0;0;0;4;3;1;4;12;3;0;2;0;1;1;3;10;1;2;5;4;2;1;0;15;0;0;0;2;0;3;0;5;1;     ;1357;17.0;320.0;368.0;46.43;243.0;5.0;1.0;;0.0;47.29;;;;;54.0;320.0;0.014851379461099132;;;;293.0;34.26;ТЗ 14 (04.08-17.08);26.06.2023 - 09.07.2023;;;;;;0.0;;0.0;17.0;;53.62;;;;;;
A1605;Эспандер  пружинный 100 lb;160714732.0;4637124568442.0;Shark Fit;текущий Дарья;0;0;0;0;1;0;0;1;1;1;3;0;3;9;1;2;0;0;3;1;3;10;1;1;1;2;1;0;1;7;2;1;3;3;6;4;7;26;2;2;2;0;1;5;1;13;1;1;2;4;2;2;2;14;7;     ;450;72.0;439.0;543.0;42.39;678.0;364.0;2.0;;0.0;42.96;0.0;96.0;32.0;;54.0;3073.0;0.1426196533873676;;;;396.0;29.71;;;;;;;;25.0;;0.0;47.0;;74.85;;;;;;
A1606;Эспандер  пружинный 150 lb;163498549.0;4637134489706.0;Shark Fit;текущий Дарья;1;3;0;1;0;3;1;0;1;1;0;0;1;4;1;1;0;0;2;1;0;5;2;0;0;1;1;5;1;10;3;1;3;3;2;0;2;14;2;2;3;0;5;3;2;17;2;2;1;3;3;0;1;12;0;     ;464;31.0;469.0;580.0;51.24;361.0;90.0;4.0;;0.0;51.8;0.0;94.0;41.0;;54.0;0.0;0.0;;;;419.0;36.49;;ТЗ 21 (5.09-14.09);;;;;;6.0;;0.0;25.0;;90.47;;;;;;
A1607;Эспандер  пружинный 200 lb;160714734.0;4637549358345.0;Shark Fit;текущий Дарья;1;0;2;0;4;1;2;1;1;2;1;1;1;9;1;0;0;1;1;2;1;6;0;0;2;4;3;1;2;12;4;3;0;4;3;5;5;24;1;3;4;3;0;2;2;15;2;2;1;1;0;2;5;13;2;     ;466;30.0;479.0;578.0;54.18;295.0;128.0;2.0;;0.0;54.75;1.0;98.0;31.0;;54.0;958.0;0.04446131726166553;;;;415.0;35.31;;;;;;;;9.0;;0.0;21.0;;95.68;;;;;;
A1608;Эспандер  пружинный 250 lb;160714737.0;4637705499424.0;Shark Fit;текущий Дарья;0;2;0;1;2;0;0;0;2;2;0;1;0;5;0;0;1;0;1;0;1;3;1;0;0;3;3;0;0;7;2;1;1;0;3;4;2;13;0;1;1;0;1;0;0;3;3;1;0;2;2;2;0;10;0;     ;500;24.0;469.0;580.0;51.24;332.0;20.0;;;0.0;51.8;0.0;99.0;39.0;;54.0;0.0;0.0;;;;418.0;36.2;;;;;;;;1.0;;0.0;23.0;;90.47;;;;;;
A1609;Эспандер  пружинный 300 lb;160714738.0;4637878956359.0;Shark Fit;текущий Дарья;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;1;1;1;0;3;0;0;0;1;1;0;0;2;2;2;0;0;1;1;0;6;2;2;1;0;0;0;1;6;1;0;0;1;0;0;0;2;0;     ;288;41.0;437.0;521.0;44.77;495.0;81.0;2.0;;0.0;45.35;0.0;0.0;46.0;;54.0;0.0;0.0;;;;415.0;38.11;;;;;;;;6.0;;;35.0;;76.95;;;;;;
A1610;Эспандер  пружинный 350 lb;160714739.0;4637887557387.0;Shark Fit;текущий Дарья;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;2;0;2;0;0;0;3;2;0;0;5;1;1;0;0;1;0;0;3;1;1;1;0;1;0;1;5;0;0;2;2;1;1;0;6;1;     ;281;20.0;433.0;529.0;40.62;263.0;29.0;1.0;;0.0;41.19;0.0;0.0;46.0;;54.0;433.0;0.020095772833299764;;;;413.0;34.72;;;;;;;;2.0;;;18.0;;71.73;;;;;;
A1801;Тренировочный коврик для йоги/фитнеса/растяжки;18880094.0;7432141556020.0;Shark Fit;отказ;0;0;0;0;0;10;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0;1;0;3;0;0;0;0;0;2;1;3;0;     ;0;2.0;1056.0;5872.0;1.66;23.0;;;;0.0;7.53;;;;;192.60000000000002;0.0;0.0;;;;1394.0;30.19;;;;;224.67;;;0.0;;;2.0;;10.24;;;;;;
A1802;Коврик для фитнеса, Складной коврик для йоги, Спортивный ковер для спорта и гимнастики, Покрытие TPE;115200875.0;7432141556021.0;Shark Fit;архив;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;     ;0;2.0;2450.0;15313.0;119.34;0.0;;;;0.0;125.21;;;;;192.60000000000002;0.0;0.0;;;;2303.0;106.93;;;;;;;;;;;2.0;;736.05;;;;;;
A1810;Коврик TPE без лого цвет серо-синий+ черный;33476753.0;7432141556407.0;Shark Fit;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;2000.0;8698.0;60.72;0.0;;;;0.0;65.77;;;;;192.60000000000002;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;435.15;;;;;;
A1811;Коврик TPE без лого цвет серый + тил;33476754.0;7432141556410.0;Shark Fit;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;2036.0;8145.0;63.33;0.0;;;;0.0;68.39;;;;;192.60000000000002;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;453.9;;;;;;
A1812;Коврик TPE без лого цвет синий + оранжевый;33476755.0;7432141556413.0;Shark Fit;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1084.0;8345.0;-5.83;0.0;;;;0.0;-0.77;;;;;192.60000000000002;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;-41.78;;;;;;
