Артикул;Наименование;Номенклатура;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;     ;Остаток;Остатки FBS;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;                                  ;Остаток в Невинномысске;Наценка_Невинномысск_монопалета;Остаток в Екатеринбург - Испытателей 14г;Остаток в Екатеринбург - Перспективный 12;Остаток в Новосибирске;          ;Стоимость логистики;Выручка;Доля выручки;Итого наценка;Цена_Товары для акции_Распродажа неходового товара_идет;Наценка_Товары для акции_Распродажа неходового товара_идет;Цена_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Наценка_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Спринт вб;Спринт озон;Новый баркод;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;Склад_Иркутск;Склад_Омск;ПСР;Склад_Поставщик_Химки;статус рекламы;прибыль с единицы товара;Коледино 10.11;Электросталь 3.11;Екатеринбург 20.11;Екат доп;Краснодар 13.11;Шушары 8.11
22702;Бамбуковая зубная щетка с угольным напылением, средняя жесткость 5 шт.;47833547.0;7432141550766.0;DENT & DON’T;текущий;6;7;6;5;9;7;2;6;4;5;3;11;5;36;8;5;8;2;4;5;5;37;2;1;11;4;4;6;5;33;14;7;4;6;7;4;9;51;7;10;4;9;5;5;8;48;7;5;11;11;5;5;6;50;6;     ;1555;147.0;301.0;941.0;87.24;1459.0;639.0;1.0;;0.0;88.5;0.0;200.0;76.0;;54.0;1806.0;0.08381747283357822;;;;283.0;75.34;;ТЗ 30 (16.10 - 25.10);4628794639457.0;;;;;45.0;;;102.0;;69.57;;;;;;
22800;"Чехол-конверт для MacBook Air 13"" / MacBook Pro 13"" Retina";10019906.0;7432141550767.0;SS&Y Group;текущий;20;16;7;8;5;8;15;13;13;14;9;12;9;85;14;9;12;13;15;20;6;89;22;20;11;17;15;13;6;104;13;17;15;16;7;8;9;85;18;15;18;12;13;16;13;105;10;13;13;7;11;14;10;78;14;     ;865;88.0;1339.0;8933.0;82.42;634.0;623.0;3.0;;0.0;84.72;83.0;26.0;36.0;;66.60000000000001;18746.0;0.8700123730555135;;;;1272.0;74.41;;;4664872663297.0;;;;;44.0;;;44.0;;336.19;;;;;100.0;100.0
22801;Чехол-папка-футляр-конверт для ноутбука MacBook ;10019907.0;7432141550769.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1029.0;2190.0;90.01;0.0;;;;0.0;93.23;;;;;66.60000000000001;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;262.58;;;;;;
22803;Чехол для ноутбука MacBook Air 13, пыльная роза;121011748.0;7432141550772.0;SS&Y Group;текущий Дарья;7;7;5;3;4;3;4;6;5;12;8;6;4;45;10;7;5;5;5;8;6;46;8;4;4;3;9;5;6;39;3;11;11;7;6;3;6;47;6;12;10;10;5;5;6;54;8;4;5;3;6;5;6;37;1;     ;756;30.0;1260.0;7412.0;71.11;211.0;224.0;5.0;;0.0;73.38;17.0;0.0;13.0;;66.60000000000001;1260.0;0.05847730662807783;;;;;;;;4663436367657.0;;;;;16.0;;0.0;14.0;;294.0;;;;;100.0;100.0
22810;Картхолдер, мятный;109840166.0;7432141950440.0;JewelryMeverly;текущий Дарья;8;10;13;10;9;10;8;8;17;13;18;15;16;95;24;12;9;6;12;8;15;86;9;12;14;4;12;4;8;63;7;8;11;6;7;5;8;52;6;6;10;8;2;8;2;42;4;6;9;6;7;10;8;50;9;     ;1278;70.0;589.0;797.0;71.46;854.0;148.0;2.0;;0.0;72.01;1.0;86.0;0.0;;54.0;5301.0;0.2460223828852703;;;;498.0;47.06;;;4686295743448.0;;;;;10.0;;0.0;60.0;;129.88;;;;;;
22811;Картхолдер, черный;109840164.0;7432141950443.0;JewelryMeverly;текущий Дарья;15;7;11;8;11;9;11;8;10;14;15;5;15;78;17;13;13;8;13;10;10;84;10;12;11;6;14;13;12;78;10;3;9;14;11;7;13;67;6;7;10;3;11;9;3;49;12;6;4;10;7;10;8;57;7;     ;966;172.0;589.0;702.0;71.46;2154.0;308.0;1.0;;0.0;72.01;28.0;149.0;0.0;;54.0;4123.0;0.19135074224409912;;;;502.0;48.14;;ТЗ 31 (27.10  - 15.11);4632696256698.0;;;;;21.0;;0.0;151.0;;129.88;;;;;;
22812;Картхолдер, серый;122001682.0;7432141950446.0;JewelryMeverly;текущий Дарья;8;13;10;16;12;8;15;13;23;23;12;24;30;140;13;16;11;6;6;10;12;74;9;11;10;16;7;9;11;73;5;10;5;11;8;5;10;54;7;12;9;11;8;8;5;60;7;6;12;16;14;9;7;71;9;     ;1125;18.0;589.0;797.0;71.46;255.0;7.0;3.0;;0.0;72.01;;;;;54.0;5301.0;0.2460223828852703;;;;509.0;50.01;;ТЗ 23 (15.09-24.09), ТЗ 13 (1.08-11.08);4699848665456.0;;;;;0.0;0.0;0.0;18.0;;129.88;;;;;;
22813;Картхолдер, персиковый;122001687.0;7432141950449.0;JewelryMeverly;текущий Дарья;0;0;2;2;3;3;3;7;2;7;12;10;16;57;12;7;2;4;3;1;4;33;5;6;5;4;2;2;4;28;3;5;6;2;2;3;2;23;5;2;0;2;2;1;2;14;1;0;1;4;1;0;2;9;5;     ;690;65.0;569.0;813.0;66.1;431.0;503.0;1.0;;0.0;66.65;1.0;53.0;0.0;;54.0;2845.0;0.13203804552133447;;;;466.0;38.48;ТЗ 15 (10.08-23.08);ТЗ 13 (1.08-11.08);4632736272879.0;;;;;35.0;;0.0;30.0;;120.13;;;;;;
22814;Картхолдер, розовый;109840155.0;7432141950452.0;JewelryMeverly;текущий Дарья;6;3;5;2;7;3;6;2;11;4;4;7;14;48;9;8;3;5;7;1;4;37;3;10;7;4;3;4;6;37;2;4;4;6;8;6;4;34;6;3;7;2;5;6;5;34;4;6;2;4;3;2;4;25;1;     ;360;35.0;679.0;1283.0;76.49;4.0;495.0;;;2.0;76.97;;;;;54.0;679.0;0.03151277079401972;;;;568.0;50.23;;;4677929688273.0;;;;;35.0;;0.0;0.0;;157.57;;;;;;
22816;Обложка для паспорта с RFID защитой, чёрный;164218632.0;4643732501221.0;Travel Friendly;текущий Дарья;27;11;5;4;2;7;5;5;7;7;14;15;5;58;6;3;11;1;8;5;7;41;12;12;3;7;4;2;6;46;2;4;10;8;3;4;3;34;12;6;5;3;3;7;5;41;3;3;6;2;2;2;1;19;2;     ;1007;201.0;510.0;510.0;69.41;2008.0;851.0;;;0.0;70.05;49.0;51.0;21.0;;54.0;1020.0;0.047338772032253486;;;;437.0;46.63;;;;;;;;60.0;;;141.0;;108.41;;;;;;
22817;Обложка для паспорта с RFID защитой, розовый;164218633.0;4644078590238.0;Travel Friendly;текущий Дарья;2;2;2;1;3;0;2;2;4;7;11;15;11;52;11;6;13;11;2;6;4;53;6;3;6;6;7;5;4;37;4;9;8;8;5;3;5;42;8;4;6;3;7;1;2;31;4;6;1;3;7;2;2;25;1;     ;1149;241.0;510.0;510.0;69.41;2749.0;705.0;;;0.0;70.05;0.0;44.0;27.0;;54.0;510.0;0.023669386016126743;;;;437.0;46.63;;;;;;;;49.0;;;192.0;;108.41;;;;;;
22818;Обложка для паспорта с RFID защитой, коричневый;164218634.0;4644081860182.0;Travel Friendly;текущий Дарья;10;8;2;1;1;1;3;2;4;5;12;7;10;43;9;4;5;1;6;2;3;30;6;4;2;3;5;2;6;28;4;1;7;3;2;2;2;21;3;2;1;3;2;2;3;16;1;1;3;1;0;1;2;9;0;     ;697;22.0;510.0;510.0;69.41;245.0;76.0;;;0.0;70.05;0.0;61.0;52.0;;54.0;0.0;0.0;;;;437.0;46.63;;;;;;;;5.0;;;17.0;;108.41;;;;;;
22900;Чехол-папка-футляр-конверт для ноутбука MacBook Pro 15 Retina/на МакБук про 15,замшевый, кейс-футляр;10019908.0;7432141550771.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;952.0;2800.0;69.08;0.0;;;;0.0;69.4;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;217.78;;;;;;
22902;Фотоальбом A4;168222544.0;4654553548203.0;Parchment;текущий Дарья;4;3;0;1;4;3;4;4;3;4;4;2;5;26;2;4;3;2;1;1;1;14;2;1;2;1;1;2;2;11;2;1;5;2;2;3;2;17;5;3;0;1;1;0;1;11;1;0;0;0;0;0;0;1;0;     ;1293;44.0;1580.0;1629.0;46.61;405.0;222.0;;;0.0;47.99;0.0;194.0;214.0;;66.60000000000001;0.0;0.0;;;;1486.0;39.48;;ТЗ 34 (21.11-01.12);;;;;;16.0;;;28.0;;315.88;;;;;40.0;40.0
22903;Фотоальбом набор 2шт;171565860.0;4662038406962.0;Parchment;текущий Дарья;1;3;0;0;0;0;0;0;2;0;1;2;1;6;2;0;1;0;3;3;1;10;2;4;2;1;19;0;3;31;3;1;2;0;4;2;1;13;0;0;3;1;1;0;1;6;2;18;1;2;0;1;2;26;4;     ;655;102.0;849.0;913.0;81.5;1082.0;375.0;;;0.0;85.05;0.0;116.0;65.0;;66.60000000000001;3396.0;0.15761026453091453;;;;824.0;76.64;;;;;22.4;;;26.0;;;76.0;;215.61;;;;;;
22905;Альбом для наклеек;169456121.0;4656814339681.0;Parchment;текущий Дарья;6;9;3;7;15;10;15;6;10;10;14;11;13;79;13;10;6;10;3;7;12;61;10;5;4;3;8;9;7;46;7;6;13;15;8;5;14;68;4;11;12;9;6;4;8;54;6;5;9;4;6;4;5;39;9;     ;1955;219.0;330.0;330.0;72.01;2726.0;407.0;;;0.0;83.21;0.0;236.0;0.0;;66.60000000000001;2970.0;0.13783936562332633;;;;289.0;48.21;;;;;;;;28.0;;;191.0;;60.45;;;;;;
23000;Чехол книжка для Apple iPad 7 10.2 (2019) / iPad 8 10.2 (2020) / iPad Air 3 2019 / iPad Pro 10.5;10019910.0;7432141550775.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;378.0;1800.0;-4.96;0.0;;;;0.0;-4.54;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;-11.91;;;;;;
23001;Чехол книжка для Apple iPad 7 10.2 (2019) / iPad 8 10.2 (2020) / iPad Air 3 2019 / iPad Pro 10.5;10019911.0;7432141550777.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;450.0;1800.0;9.65;0.0;;;;0.0;10.07;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;23.19;;;;;;
24000;Чехол для планшета Apple iPad Pro 11 (2018), Smart Case, Подставка для Айпад 11 про;10019912.0;7432141550779.0;SS&Y Group;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;882.0;1260.0;36.14;2.0;;;;0.0;36.41;;;;;54.0;0.0;0.0;;;;;;;;;;187.06;;;0.0;;;0.0;;138.45;;;;;;
25000;Чехол-книжка для планшета Apple IPad Pro 12.9 (2018), Магнитная Смарт подставка для айпад 12.9 Про;10019914.0;7432141550783.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;396.0;1800.0;-36.81;0.0;;;;0.0;-36.62;;;;;54.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;-193.51;;;;;;
25010;Аппарат для маникюра и педикюра;149926137.0;4601774290336.0;REVOLUT;текущий Дарья;2;1;1;0;2;1;2;2;2;3;0;3;0;12;1;0;0;1;2;3;0;7;5;5;3;2;2;2;3;22;3;4;8;3;2;2;1;23;5;4;3;5;2;3;3;25;2;2;3;2;1;4;3;17;2;     ;1097;162.0;919.0;1082.0;43.33;1701.0;609.0;1.0;;0.0;43.57;0.0;158.0;54.0;;54.0;1838.0;0.08530261077968813;;;;798.0;27.72;ТЗ 15 (10.08-23.08);ТЗ 11 (20.07-31.07);;;;;;43.0;;0.0;119.0;;181.55;;;;;;
25020;Мультиварка-ковш;149926653.0;4601863360711.0;Shiny Kitchen;текущий Дарья;4;3;4;4;2;7;4;9;7;4;4;7;5;40;7;2;1;2;5;5;4;26;3;1;0;3;2;2;6;17;6;1;3;2;1;5;3;21;5;2;5;2;4;1;3;22;0;0;1;4;2;2;3;12;2;     ;223;2.0;2420.0;4654.0;87.91;9.0;10.0;1.0;;0.0;92.59;0.0;0.0;7.0;;180.00000000000003;4840.0;0.22462711434912438;;;;2274.0;77.64;;ТЗ 20 (28.08-6.09);;;;;;1.0;;0.0;1.0;активна;675.85;;;;;;
25100;Набор деревянных спиц для вязания;158678790.0;4633449092785.0;SS&Y Group;текущий Дарья;1;1;0;1;0;2;2;0;0;0;0;1;4;7;0;2;1;1;0;0;0;4;0;0;0;1;0;0;0;1;1;0;2;0;0;0;0;3;1;1;0;0;0;1;0;3;0;1;0;0;0;0;0;1;1;     ;321;15.0;1350.0;1957.0;51.4;4.0;208.0;;;0.0;53.06;24.0;75.0;42.0;;66.60000000000001;1350.0;0.06265425710151196;;;;1386.0;54.76;;ТЗ 20 (28.08-6.09);;;;;;15.0;;0.0;0.0;;290.59;;;;;;
26000;Чехол для Apple AirPods 2 без карабина, розовый;10017299.0;7432141550787.0;SS&Y Group;текущий;19;21;15;10;25;20;17;20;9;18;13;29;20;126;13;13;16;24;20;19;29;134;22;11;9;8;9;10;7;76;9;10;5;9;7;5;4;49;2;4;6;7;8;7;2;36;5;7;8;7;7;13;9;56;6;     ;891;65.0;204.0;1281.0;103.35;780.0;148.0;;;0.0;106.03;1.0;220.0;0.0;;54.0;1224.0;0.05680652643870418;;;;179.0;70.69;;;4679426864693.0;;;;;10.0;;;55.0;активна;38.55;;;;;;
26001;Чехол для Apple AirPods 2 без карабина, голубой;10017300.0;7432141550789.0;SS&Y Group;текущий;14;14;13;16;14;20;18;15;13;14;16;18;24;118;16;18;14;17;21;19;23;128;26;14;18;2;2;2;0;64;2;0;1;2;2;0;2;9;0;0;0;0;1;1;0;2;0;0;0;1;1;0;1;3;0;     ;0;0.0;390.0;2438.0;346.36;1.0;;;;0.0;349.04;;;;;54.0;0.0;0.0;;;;;;;;4674974325580.0;;;;;0.0;;;0.0;;129.19;;;;;;
26002;Чехол для AirPods2 без карабина черный;10017301.0;7432141550791.0;SS&Y Group;текущий;5;1;2;1;0;0;2;2;6;3;1;0;4;18;2;2;1;1;1;2;0;9;3;1;0;1;1;1;1;8;2;0;1;3;1;0;2;9;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;3;0;     ;0;0.0;229.0;657.0;136.01;4.0;1.0;;;0.0;138.69;;;;;54.0;0.0;0.0;;;;;;;;4676864995491.0;;;;;0.0;;;0.0;;50.73;;;;;;
26003;Чехол для AirPods2 без карабина синий;10017302.0;7432141550793.0;SS&Y Group;текущий;18;20;9;13;11;17;13;12;13;11;14;10;7;80;10;15;5;7;20;15;11;83;11;10;15;11;7;5;9;68;3;8;8;4;6;6;7;42;8;15;12;4;5;5;4;53;5;5;4;2;4;3;3;26;5;     ;273;1.0;204.0;683.0;103.35;5.0;15.0;;;0.0;106.03;50.0;28.0;11.0;;54.0;1020.0;0.047338772032253486;;;;194.0;90.28;;;4625346558662.0;;;;;1.0;;;0.0;;38.55;;;;;;
26004;Чехол для Apple AirPods 2 без карабина, фиалка;10017303.0;7432141550795.0;SS&Y Group;текущий;17;17;19;29;21;19;23;14;29;21;26;18;31;162;28;19;17;20;31;35;31;181;30;11;16;11;13;10;15;106;18;16;16;12;6;13;9;90;14;18;6;13;13;14;11;89;12;14;18;17;17;10;16;104;7;     ;228;2.0;205.0;641.0;104.66;26.0;;4.0;;0.0;107.34;;;;;54.0;1435.0;0.06659915477086642;;;;189.0;83.75;;;4694222626986.0;;;;;0.0;;;2.0;;39.04;;;;;;
26005;Чехол для Apple AirPods 2 без карабина, салатовый;10017304.0;7432141550797.0;SS&Y Group;текущий;19;17;14;19;12;11;21;19;12;17;14;13;17;113;19;12;14;15;15;22;16;113;12;12;6;11;4;14;14;73;14;11;8;7;9;3;9;61;11;14;10;4;9;6;3;57;8;8;5;13;8;9;11;62;7;     ;29;0.0;205.0;1079.0;104.66;4.0;;;;0.0;107.34;;;;;54.0;1435.0;0.06659915477086642;;;;;;;;4654983358724.0;;;;;0.0;;;0.0;;39.04;;;;;;
26006;Чехол для Apple AirPods 2 без карабина, ореховый;10017305.0;7432141550799.0;SS&Y Group;текущий;16;5;12;7;14;11;8;12;12;9;13;6;13;73;8;10;12;5;13;9;12;69;12;5;6;6;6;8;8;51;4;6;6;3;3;2;1;25;8;7;6;5;4;5;3;38;5;10;5;5;0;0;0;25;0;     ;1;0.0;204.0;976.0;103.35;3.0;3.0;;;0.0;106.03;0.0;0.0;1.0;;54.0;0.0;0.0;;;;194.0;90.28;;;4646527896878.0;;;;;0.0;;;0.0;;38.55;;;;;;
26007;Чехол для Apple AirPods 2 без карабина, лимонный;10017306.0;7432141550801.0;SS&Y Group;текущий;3;5;5;4;8;5;5;3;5;10;6;1;6;36;5;6;5;2;0;1;0;19;0;3;0;0;0;0;1;4;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;     ;0;0.0;240.0;828.0;150.38;4.0;3.0;;;0.0;153.07;;;;;54.0;0.0;0.0;;;;;;;;4669854779638.0;;;;;0.0;;;0.0;;56.09;;;;;;
26008;Чехол для Apple AirPods 2 без карабина, белый;70092019.0;7432141559315.0;SS&Y Group;текущий;16;14;11;6;11;10;11;8;7;4;9;10;15;64;12;7;4;3;15;18;14;73;8;1;1;1;3;1;0;15;0;1;1;0;3;1;0;6;1;1;2;1;0;0;0;5;0;0;1;0;0;0;0;1;0;     ;0;0.0;239.0;369.0;149.08;2.0;2.0;;;0.0;151.76;;;;;54.0;0.0;0.0;;;;;;;;4637326875324.0;;;;;0.0;;;0.0;;55.61;;;;;;
26009;Чехол для AirPods2 без карабина графитовый;70092020.0;7432141559318.0;SS&Y Group;текущий;18;27;19;21;24;22;26;16;10;12;16;10;7;97;9;15;13;6;18;15;21;97;16;7;12;10;8;7;10;70;14;16;11;8;9;9;6;73;12;14;3;5;10;1;1;46;10;6;2;9;4;6;1;38;2;     ;0;0.0;204.0;554.0;103.35;4.0;3.0;;;0.0;106.03;;;;;54.0;408.0;0.018935508812901392;;;;194.0;90.28;;;4654643444736.0;;;;;0.0;;;0.0;;38.55;;;;;;
26010;Чехол для AirPods2 без карабина красный;70092017.0;7432141559321.0;SS&Y Group;текущий;9;10;4;11;9;7;10;8;6;6;8;11;11;60;13;12;5;11;10;11;12;74;7;9;9;5;6;2;4;42;2;3;3;3;5;4;6;26;8;2;4;1;4;5;5;29;2;5;3;6;1;3;3;23;1;     ;830;32.0;190.0;704.0;102.83;451.0;3.0;;;385.0;105.82;;;;;54.0;190.0;0.00881800655502761;;;;165.0;66.34;;;4646456655324.0;;;;;0.0;;;32.0;;34.33;;;;;;
26011;Чехол для AirPods2 без карабина ярко-розовый;70092018.0;7432141559324.0;SS&Y Group;текущий;8;9;9;11;12;11;9;16;12;13;9;8;17;84;20;12;23;10;12;5;9;91;16;8;13;13;13;5;9;77;2;6;5;5;5;5;6;34;6;2;6;4;3;3;4;28;6;9;6;2;5;4;6;38;2;     ;344;0.0;204.0;418.0;103.35;7.0;3.0;1.0;;0.0;106.03;;;;;54.0;408.0;0.018935508812901392;;;;180.0;71.99;;ТЗ 23 (15.09-24.09);4653778422756.0;;;;;0.0;;;0.0;;38.55;;;;;;
27002;Бесконтактный инфракрасный термометр, электронный градусник;11706753.0;8112389054199.0;SS&Y Group;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;;0.0;4099.0;0.0;0.0;;;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;0.0;;;;;;
27005;Бесконтактный термометр;12818125.0;7432141550840.0;36_6;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;559.0;2795.0;inf;0.0;;;;0.0;0.0;;;;;54.0;0.0;0.0;;;;;;;;;;118.77;;;0.0;;;0.0;;266.23;;;;;;
27501;"Обруч массажёр ребристый/для похудения/тренажёр ""Хула-хуп"" разборный, 90 см";13007089.0;7432141550848.0;Shark Fit;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;699.0;1890.0;18.62;0.0;;;;0.0;29.39;;;;;129.6;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;60.59;;;;;;
27601;Разогреватель воска;31639962.0;7432141550858.0;REVOLUT;архив;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;705.0;3210.0;11.94;0.0;;;;0.0;20.66;;;;;104.4;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;47.31;;;;;;
27610;Разогреватель воска в картридже;11416409.0;7432141550849.0;REVOLUT;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;710.0;1871.0;99.64;0.0;;;;0.0;104.25;;;;;66.60000000000001;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;203.39;;;;;;
27700;Диск балансировочный, бирюзовый;43644782.0;7432141550852.0;Shark Fit;текущий;0;0;4;1;0;0;1;1;2;2;1;0;1;8;1;1;0;0;0;1;0;3;0;2;1;1;7;5;4;20;0;1;3;3;1;0;1;9;3;1;1;0;0;0;0;5;0;2;1;12;1;2;1;19;0;     ;285;128.0;1080.0;8308.0;68.07;5.0;1835.0;;;0.0;77.76;1.0;50.0;0.0;;117.0;0.0;0.0;;;;930.0;46.34;;ТЗ 11 (20.07-31.07);;;;;;128.0;;0.0;0.0;;244.69;;;;100.0;;
27701;Диск балансировочный, графит;11478762.0;7432141550855.0;Shark Fit;отказ;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;528.0;4062.0;-11.89;4.0;;;;0.0;-2.19;;;;;117.0;0.0;0.0;;;;;;;;4638290217103.0;;111.84;;;0.0;;0.0;0.0;;-42.72;;;;;;
27701;Диск балансировочный, графит;11478762.0;7432141550851.0;Shark Fit;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;;528.0;4062.0;-11.89;4.0;;;;;;;;;;117.0;0.0;0.0;;;;;;;;;;111.84;;;;;;;;-42.72;;;;;;
27702;Диск балансировочный, фиолетовый;121029475.0;7432141550892.0;Shark Fit;отказ;4;2;1;7;1;0;1;4;1;2;0;0;1;9;0;0;1;1;1;0;1;4;1;2;0;3;0;0;2;8;2;1;0;1;1;3;1;9;0;1;1;1;0;1;0;4;0;0;1;11;5;7;6;30;9;     ;1;3.0;658.0;5062.0;1.65;4.0;54.0;;;0.0;10.64;;;;;117.0;5922.0;0.2748433411519658;;;;836.0;25.57;;;4665653867743.0;;139.55;;;3.0;;0.0;0.0;;6.37;;;;50.0;;
27710;Фитбол 65;117908339.0;7432141950310.0;Shark Fit;текущий;12;1;4;4;6;10;10;5;9;6;5;8;8;51;5;7;7;8;2;3;5;37;8;4;5;5;3;5;6;36;6;6;9;2;2;4;2;31;4;5;3;2;1;1;2;18;8;2;2;4;4;1;3;24;1;     ;334;8.0;1310.0;4367.0;82.93;9.0;101.0;;;0.0;91.56;53.0;9.0;3.0;;117.0;1310.0;0.06079783466887457;;;;1118.0;58.18;;;4686554798455.0;;;;;7.0;;0.0;1.0;;334.88;240.0;;;;;
27711;Фитбол 75;117908340.0;7432141950313.0;Shark Fit;текущий;2;2;3;5;3;4;3;1;2;1;4;5;2;18;6;7;6;0;3;2;2;26;2;5;1;3;2;6;4;23;10;11;4;4;10;1;4;44;7;1;5;2;1;2;1;19;1;5;4;5;4;10;17;46;5;     ;424;30.0;1279.0;4129.0;61.68;312.0;112.0;;;0.0;69.29;59.0;0.0;33.0;;117.0;6395.0;0.29679553641790296;;;;1189.0;51.45;ТЗ 14 (04.08-17.08);ТЗ 6 (14.06-20.06);4688369433934.0;;;;;8.0;;0.0;22.0;активна;282.55;;;;;;
27720;Эспандер ленточный 2000х150х0.35мм;117909630.0;7432141950320.0;Shark Fit;текущий;35;49;25;17;24;20;25;23;30;18;42;31;25;194;42;24;22;16;16;14;26;160;30;28;29;31;16;17;19;170;27;21;20;20;19;17;16;140;30;30;22;26;15;18;8;149;12;23;24;14;13;17;25;128;24;     ;847;0.0;309.0;1476.0;130.25;26.0;7.0;20.0;;0.0;131.83;0.0;1.0;0.0;;54.0;7416.0;0.34418071901097236;;;;290.0;114.65;;ТЗ 16 (15.08 - 24.08);4668663592780.0;;;;;0.0;;0.0;0.0;;82.61;;;;;;
